"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";Abraxane;Veliparib (ABT-888);0;1e-05;1;1;2;66.088141252358
"ind";Abraxane;Veliparib (ABT-888);0;3e-06;1;1;13;65.7625495720386
"ind";Abraxane;Veliparib (ABT-888);0;1e-06;2;1;2;80.0470962889269
"ind";Abraxane;Veliparib (ABT-888);0;3e-07;2;1;13;92.1235273593677
"ind";Abraxane;Veliparib (ABT-888);0;1e-07;3;1;2;95.5895354302909
"ind";Abraxane;Veliparib (ABT-888);0;1e-08;3;1;13;103.739284370396
"ind";Abraxane;DMSO;0;0;3;1;1;93.5797701691143
"ind";Abraxane;Veliparib (ABT-888);0.00025;1e-05;4;1;2;46.7550980529634
"ind";Abraxane;Veliparib (ABT-888);0.00025;3e-06;4;1;13;53.4949454048966
"ind";Abraxane;Veliparib (ABT-888);0.00025;1e-06;5;1;2;69.0261000231914
"ind";Abraxane;Veliparib (ABT-888);0.00025;3e-07;5;1;13;78.9206353684335
"ind";Abraxane;Veliparib (ABT-888);0.00025;1e-07;6;1;2;66.3589698060182
"ind";Abraxane;Veliparib (ABT-888);0.00025;1e-08;6;1;13;75.3909029319431
"ind";Abraxane;DMSO;0.00025;0;6;1;1;71.9221152174698
"ind";Abraxane;Veliparib (ABT-888);0.0025;1e-05;7;1;2;23.3665964011499
"ind";Abraxane;Veliparib (ABT-888);0.0025;3e-06;7;1;13;24.6649803495796
"ind";Abraxane;Veliparib (ABT-888);0.0025;1e-06;8;1;2;27.0722346384244
"ind";Abraxane;Veliparib (ABT-888);0.0025;3e-07;8;1;13;33.1582434478201
"ind";Abraxane;Veliparib (ABT-888);0.0025;1e-07;9;1;2;29.6905758882102
"ind";Abraxane;Veliparib (ABT-888);0.0025;1e-08;9;1;13;31.0161754511009
"ind";Abraxane;DMSO;0.0025;0;9;1;1;33.0322882565038
"ind";Abraxane;Veliparib (ABT-888);0.025;1e-05;10;1;2;19.3038361985097
"ind";Abraxane;Veliparib (ABT-888);0.025;3e-06;10;1;13;20.9586783168304
"ind";Abraxane;Veliparib (ABT-888);0.025;1e-06;11;1;2;24.7283728174094
"ind";Abraxane;Veliparib (ABT-888);0.025;3e-07;11;1;13;28.3838944963473
"ind";Abraxane;Veliparib (ABT-888);0.025;1e-07;12;1;2;22.7290208477415
"ind";Abraxane;Veliparib (ABT-888);0.025;1e-08;12;1;13;26.174119361213
"ind";Abraxane;DMSO;0.025;0;12;1;1;24.1419095155496
"ind";Abraxane;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;32.8704881095561
"ind";Abraxane;Erlotinib HCl (OSI-744);0;3e-06;1;1;14;65.3247764565021
"ind";Abraxane;Erlotinib HCl (OSI-744);0;1e-06;2;1;3;93.2868289287046
"ind";Abraxane;Erlotinib HCl (OSI-744);0;3e-07;2;1;14;91.6598662203195
"ind";Abraxane;Erlotinib HCl (OSI-744);0;1e-07;3;1;3;91.4215636449175
"ind";Abraxane;Erlotinib HCl (OSI-744);0;1e-08;3;1;14;102.771470568346
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;1e-05;4;1;3;30.0719263884008
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;3e-06;4;1;14;45.1098809690252
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;1e-06;5;1;3;69.8594952416236
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;3e-07;5;1;14;74.0818982559189
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;1e-07;6;1;3;72.887398299273
"ind";Abraxane;Erlotinib HCl (OSI-744);0.00025;1e-08;6;1;14;78.4008835117768
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;1e-05;7;1;3;19.3552803477956
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;3e-06;7;1;14;25.8385707487737
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;1e-06;8;1;3;28.4628861578315
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;3e-07;8;1;14;35.8947402920949
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;1e-07;9;1;3;29.8376065858468
"ind";Abraxane;Erlotinib HCl (OSI-744);0.0025;1e-08;9;1;14;34.8572279652055
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;1e-05;10;1;3;13.3681770641239
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;3e-06;10;1;14;19.3044999939844
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;1e-06;11;1;3;22.1050531015636
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;3e-07;11;1;14;25.2889480957575
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;1e-07;12;1;3;20.1053692341584
"ind";Abraxane;Erlotinib HCl (OSI-744);0.025;1e-08;12;1;14;23.2554106591448
"ind";Abraxane;Vandetanib (ZD6474);0;1e-05;1;1;4;26.6132200676988
"ind";Abraxane;Vandetanib (ZD6474);0;3e-06;1;1;15;81.5412999023806
"ind";Abraxane;Vandetanib (ZD6474);0;1e-06;2;1;4;99.7392528401112
"ind";Abraxane;Vandetanib (ZD6474);0;3e-07;2;1;15;98.0196906630114
"ind";Abraxane;Vandetanib (ZD6474);0;1e-07;3;1;4;100.258009003556
"ind";Abraxane;Vandetanib (ZD6474);0;1e-08;3;1;15;106.827592816239
"ind";Abraxane;Vandetanib (ZD6474);0.00025;1e-05;4;1;4;28.4389895207438
"ind";Abraxane;Vandetanib (ZD6474);0.00025;3e-06;4;1;15;62.5753356004715
"ind";Abraxane;Vandetanib (ZD6474);0.00025;1e-06;5;1;4;85.3577919839229
"ind";Abraxane;Vandetanib (ZD6474);0.00025;3e-07;5;1;15;80.0235315495766
"ind";Abraxane;Vandetanib (ZD6474);0.00025;1e-07;6;1;4;69.9378231076332
"ind";Abraxane;Vandetanib (ZD6474);0.00025;1e-08;6;1;15;83.3000260124852
"ind";Abraxane;Vandetanib (ZD6474);0.0025;1e-05;7;1;4;12.7973129559186
"ind";Abraxane;Vandetanib (ZD6474);0.0025;3e-06;7;1;15;29.9541026916492
"ind";Abraxane;Vandetanib (ZD6474);0.0025;1e-06;8;1;4;30.5774066423524
"ind";Abraxane;Vandetanib (ZD6474);0.0025;3e-07;8;1;15;34.1034882037321
"ind";Abraxane;Vandetanib (ZD6474);0.0025;1e-07;9;1;4;32.0460541300317
"ind";Abraxane;Vandetanib (ZD6474);0.0025;1e-08;9;1;15;33.237898904779
"ind";Abraxane;Vandetanib (ZD6474);0.025;1e-05;10;1;4;14.5550433728112
"ind";Abraxane;Vandetanib (ZD6474);0.025;3e-06;10;1;15;25.2713575156791
"ind";Abraxane;Vandetanib (ZD6474);0.025;1e-06;11;1;4;27.2736965649829
"ind";Abraxane;Vandetanib (ZD6474);0.025;3e-07;11;1;15;26.0672482897932
"ind";Abraxane;Vandetanib (ZD6474);0.025;1e-07;12;1;4;25.6912081533998
"ind";Abraxane;Vandetanib (ZD6474);0.025;1e-08;12;1;15;22.8076806114884
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;1e-05;1;1;5;84.4198489782321
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;3e-06;1;1;16;87.786619625694
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;1e-06;2;1;5;101.734953934668
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;3e-07;2;1;16;102.759854147539
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;1e-07;3;1;5;94.3469103017324
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0;1e-08;3;1;16;101.994829862997
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;1e-05;4;1;5;64.5969247185404
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;3e-06;4;1;16;72.3268230209249
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;1e-06;5;1;5;86.0126262196723
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;3e-07;5;1;16;82.4945102039885
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;1e-07;6;1;5;75.2737430306661
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.00025;1e-08;6;1;16;76.2365783666566
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;1e-05;7;1;5;24.4130699669471
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;3e-06;7;1;16;32.0696188693821
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;1e-06;8;1;5;31.0633049298016
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;3e-07;8;1;16;32.87745796204
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;1e-07;9;1;5;31.2816936409638
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.0025;1e-08;9;1;16;30.7124890214452
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;1e-05;10;1;5;18.8215887861711
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;3e-06;10;1;16;23.6672957511696
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;1e-06;11;1;5;23.0164442882681
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;3e-07;11;1;16;25.0363739176504
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;1e-07;12;1;5;21.5401631526302
"ind";Abraxane;Vatalanib (PTK787) 2HCl;0.025;1e-08;12;1;16;25.9394676609217
"ind";Abraxane;Alisertib (MLN8237);0;1e-05;1;1;6;18.3141171457956
"ind";Abraxane;Alisertib (MLN8237);0;3e-06;1;1;17;33.207696210682
"ind";Abraxane;Alisertib (MLN8237);0;1e-06;2;1;6;40.9800774234447
"ind";Abraxane;Alisertib (MLN8237);0;3e-07;2;1;17;48.5018758445242
"ind";Abraxane;Alisertib (MLN8237);0;1e-07;3;1;6;61.7555481892697
"ind";Abraxane;Alisertib (MLN8237);0;1e-08;3;1;17;92.3020883420505
"ind";Abraxane;Alisertib (MLN8237);0.00025;1e-05;4;1;6;20.3838314357772
"ind";Abraxane;Alisertib (MLN8237);0.00025;3e-06;4;1;17;44.1964983958967
"ind";Abraxane;Alisertib (MLN8237);0.00025;1e-06;5;1;6;56.2281232717981
"ind";Abraxane;Alisertib (MLN8237);0.00025;3e-07;5;1;17;64.8916499092882
"ind";Abraxane;Alisertib (MLN8237);0.00025;1e-07;6;1;6;47.1288149051955
"ind";Abraxane;Alisertib (MLN8237);0.00025;1e-08;6;1;17;65.5816653051945
"ind";Abraxane;Alisertib (MLN8237);0.0025;1e-05;7;1;6;17.459148574437
"ind";Abraxane;Alisertib (MLN8237);0.0025;3e-06;7;1;17;40.6186407874938
"ind";Abraxane;Alisertib (MLN8237);0.0025;1e-06;8;1;6;50.4677061427218
"ind";Abraxane;Alisertib (MLN8237);0.0025;3e-07;8;1;17;52.9921203328436
"ind";Abraxane;Alisertib (MLN8237);0.0025;1e-07;9;1;6;33.3879166820515
"ind";Abraxane;Alisertib (MLN8237);0.0025;1e-08;9;1;17;28.6394557540903
"ind";Abraxane;Alisertib (MLN8237);0.025;1e-05;10;1;6;25.3098576532092
"ind";Abraxane;Alisertib (MLN8237);0.025;3e-06;10;1;17;39.6843486569136
"ind";Abraxane;Alisertib (MLN8237);0.025;1e-06;11;1;6;51.6681802586396
"ind";Abraxane;Alisertib (MLN8237);0.025;3e-07;11;1;17;55.4630989872555
"ind";Abraxane;Alisertib (MLN8237);0.025;1e-07;12;1;6;31.6988890967859
"ind";Abraxane;Alisertib (MLN8237);0.025;1e-08;12;1;17;27.9318497781056
"ind";Abraxane;SB525334;0;1e-05;1;1;7;57.5507357550528
"ind";Abraxane;SB525334;0;3e-06;1;1;18;92.4604035627563
"ind";Abraxane;SB525334;0;1e-06;2;1;7;96.3645166469533
"ind";Abraxane;SB525334;0;3e-07;2;1;18;101.670565773627
"ind";Abraxane;SB525334;0;1e-07;3;1;7;95.300784398815
"ind";Abraxane;SB525334;0;1e-08;3;1;18;96.2407187909297
"ind";Abraxane;SB525334;0.00025;1e-05;4;1;7;52.9951074124796
"ind";Abraxane;SB525334;0.00025;3e-06;4;1;18;80.0580489142588
"ind";Abraxane;SB525334;0.00025;1e-06;5;1;7;87.1702855274747
"ind";Abraxane;SB525334;0.00025;3e-07;5;1;18;83.8635883704692
"ind";Abraxane;SB525334;0.00025;1e-07;6;1;7;75.1715185275689
"ind";Abraxane;SB525334;0.00025;1e-08;6;1;18;78.2823960195504
"ind";Abraxane;SB525334;0.0025;1e-05;7;1;7;31.2680858337333
"ind";Abraxane;SB525334;0.0025;3e-06;7;1;18;35.9451887481689
"ind";Abraxane;SB525334;0.0025;1e-06;8;1;7;39.3580931811195
"ind";Abraxane;SB525334;0.0025;3e-07;8;1;18;37.9847003440535
"ind";Abraxane;SB525334;0.0025;1e-07;9;1;7;33.3119121002032
"ind";Abraxane;SB525334;0.0025;1e-08;9;1;18;32.1741666566406
"ind";Abraxane;SB525334;0.025;1e-05;10;1;7;29.1708240315535
"ind";Abraxane;SB525334;0.025;3e-06;10;1;18;31.0815593053546
"ind";Abraxane;SB525334;0.025;1e-06;11;1;7;31.3026031984155
"ind";Abraxane;SB525334;0.025;3e-07;11;1;18;25.9733212301292
"ind";Abraxane;SB525334;0.025;1e-07;12;1;7;25.4137416449931
"ind";Abraxane;SB525334;0.025;1e-08;12;1;18;25.348025893002
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-05;1;1;8;5.31202328594525
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;3e-06;1;1;19;29.5807177371544
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-06;2;1;8;56.7780778225517
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;3e-07;2;1;19;58.080112646092
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-07;3;1;8;63.9951941207635
"ind";Abraxane;BGJ398 (NVP-BGJ398);0;1e-08;3;1;19;96.3532321238842
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-05;4;1;8;4.87790104551936
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;3e-06;4;1;19;20.943079123176
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-06;5;1;8;55.0123818599632
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;3e-07;5;1;19;52.6555760271924
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-07;6;1;8;57.0246778413869
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.00025;1e-08;6;1;19;77.5883978507962
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-05;7;1;8;3.66912948616837
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;3e-06;7;1;19;19.6772211530044
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-06;8;1;8;24.5325531523855
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;3e-07;8;1;19;26.3599820941171
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-07;9;1;8;27.5843528471225
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.0025;1e-08;9;1;19;30.2694055421114
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;1e-05;10;1;8;3.82313003628887
"ind";Abraxane;BGJ398 (NVP-BGJ398);0.025;3e-06;10;1;19;17.9370813161903
