"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-08;1e-07;6;1;11;92.0566202588439
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-08;1e-08;6;1;22;92.293171133538
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;1e-05;7;1;11;87.6393612168133
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;3e-06;7;1;22;97.8997554066694
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;1e-06;8;1;11;95.6385590246109
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;3e-07;8;1;22;93.9881786164443
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;1e-07;9;1;11;98.7879163297106
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-07;1e-08;9;1;22;86.3629721221098
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;1e-05;10;1;11;95.6489628825257
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;3e-06;10;1;22;101.333028518549
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;1e-06;11;1;11;103.061711646811
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;3e-07;11;1;22;89.5936437903855
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;1e-07;12;1;11;89.7039794414292
"ind";MLN8237;CHIR-99021 (CT99021) HCl;1e-06;1e-08;12;1;22;88.2208821171029
"ind";MLN8237;Losmapimod (GW856553X);0;1e-05;1;1;12;91.4592197859475
"ind";MLN8237;Losmapimod (GW856553X);0;3e-06;1;1;23;89.2180097625148
"ind";MLN8237;Losmapimod (GW856553X);0;1e-06;2;1;12;100.083744211571
"ind";MLN8237;Losmapimod (GW856553X);0;3e-07;2;1;23;94.655120665929
"ind";MLN8237;Losmapimod (GW856553X);0;1e-07;3;1;12;100.6450049675
"ind";MLN8237;Losmapimod (GW856553X);0;1e-08;3;1;23;107.021474726325
"ind";MLN8237;Losmapimod (GW856553X);1e-08;1e-05;4;1;12;81.9799362969042
"ind";MLN8237;Losmapimod (GW856553X);1e-08;3e-06;4;1;23;84.6055414917147
"ind";MLN8237;Losmapimod (GW856553X);1e-08;1e-06;5;1;12;84.6296346363595
"ind";MLN8237;Losmapimod (GW856553X);1e-08;3e-07;5;1;23;92.9713383981413
"ind";MLN8237;Losmapimod (GW856553X);1e-08;1e-07;6;1;12;91.5649010795029
"ind";MLN8237;Losmapimod (GW856553X);1e-08;1e-08;6;1;23;91.5810544378443
"ind";MLN8237;Losmapimod (GW856553X);1e-07;1e-05;7;1;12;80.310117101581
"ind";MLN8237;Losmapimod (GW856553X);1e-07;3e-06;7;1;23;85.1260081731886
"ind";MLN8237;Losmapimod (GW856553X);1e-07;1e-06;8;1;12;88.7169818681975
"ind";MLN8237;Losmapimod (GW856553X);1e-07;3e-07;8;1;23;86.3435333349532
"ind";MLN8237;Losmapimod (GW856553X);1e-07;1e-07;9;1;12;95.4986545142305
"ind";MLN8237;Losmapimod (GW856553X);1e-07;1e-08;9;1;23;88.5680424285753
"ind";MLN8237;Losmapimod (GW856553X);1e-06;1e-05;10;1;12;81.5739120524929
"ind";MLN8237;Losmapimod (GW856553X);1e-06;3e-06;10;1;23;82.5176514796579
"ind";MLN8237;Losmapimod (GW856553X);1e-06;1e-06;11;1;12;88.6479878630784
"ind";MLN8237;Losmapimod (GW856553X);1e-06;3e-07;11;1;23;89.0129442472997
"ind";MLN8237;Losmapimod (GW856553X);1e-06;1e-07;12;1;12;89.3162988412361
"ind";MLN8237;Losmapimod (GW856553X);1e-06;1e-08;12;1;23;90.1543569748456
"ind";MLN8237;Axitinib;0;1e-05;1;2;2;55.2855533877049
"ind";MLN8237;Axitinib;0;3e-06;1;2;13;56.402872970606
"ind";MLN8237;Axitinib;0;1e-06;2;2;2;74.7098299003454
"ind";MLN8237;Axitinib;0;3e-07;2;2;13;87.4690664898923
"ind";MLN8237;Axitinib;0;1e-07;3;2;2;90.4689367839006
"ind";MLN8237;Axitinib;0;1e-08;3;2;13;88.2318335464869
"ind";MLN8237;Axitinib;1e-08;1e-05;4;2;2;52.6010842599554
"ind";MLN8237;Axitinib;1e-08;3e-06;4;2;13;56.8652970763448
"ind";MLN8237;Axitinib;1e-08;1e-06;5;2;2;71.0090681257621
"ind";MLN8237;Axitinib;1e-08;3e-07;5;2;13;84.130797027919
"ind";MLN8237;Axitinib;1e-08;1e-07;6;2;2;85.9670779498787
"ind";MLN8237;Axitinib;1e-08;1e-08;6;2;13;89.3781744172556
"ind";MLN8237;Axitinib;1e-07;1e-05;7;2;2;60.7812544383234
"ind";MLN8237;Axitinib;1e-07;3e-06;7;2;13;54.8628282134831
"ind";MLN8237;Axitinib;1e-07;1e-06;8;2;2;64.8776365994032
"ind";MLN8237;Axitinib;1e-07;3e-07;8;2;13;75.8928580595504
"ind";MLN8237;Axitinib;1e-07;1e-07;9;2;2;81.3565261792208
"ind";MLN8237;Axitinib;1e-07;1e-08;9;2;13;89.105757611329
"ind";MLN8237;Axitinib;1e-06;1e-05;10;2;2;54.1405814456092
"ind";MLN8237;Axitinib;1e-06;3e-06;10;2;13;58.3388118999601
"ind";MLN8237;Axitinib;1e-06;1e-06;11;2;2;65.5401980771343
"ind";MLN8237;Axitinib;1e-06;3e-07;11;2;13;72.4360393744954
"ind";MLN8237;Axitinib;1e-06;1e-07;12;2;2;74.5066808852725
"ind";MLN8237;Axitinib;1e-06;1e-08;12;2;13;79.3844475328996
"ind";MLN8237;Gefitinib (ZD1839);0;1e-05;1;2;3;75.9331045625366
"ind";MLN8237;Gefitinib (ZD1839);0;3e-06;1;2;14;91.5095963611138
