"Ind";"Anchor";"Compound";"DoseAnchor(M)";"DoseCompound(M)";"plate";"row";"col";"Viability"
"ind";I-BET151;Veliparib (ABT-888);0;1e-05;1;1;2;91.7203967115566
"ind";I-BET151;Veliparib (ABT-888);0;1e-07;1;1;13;95.4274131329216
"ind";I-BET151;Veliparib (ABT-888);0;3e-06;2;1;2;90.9330755022822
"ind";I-BET151;Veliparib (ABT-888);0;1e-08;2;1;13;103.05084224932
"ind";I-BET151;Veliparib (ABT-888);0;1e-06;3;1;2;101.245951726916
"ind";I-BET151;Veliparib (ABT-888);0;3e-07;3;1;13;98.8056291161787
"ind";I-BET151;DMSO;0;0;3;1;1;95.6768943064626
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;1e-05;13;1;2;90.2866687664825
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;1e-07;13;1;13;97.192136445597
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;3e-06;14;1;2;90.3733684814709
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;1e-08;14;1;13;94.3619943568363
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;1e-06;15;1;2;94.5764389683392
"ind";I-BET151;Veliparib (ABT-888);1.5e-08;3e-07;15;1;13;96.5527534841762
"ind";I-BET151;DMSO;1.5e-08;0;15;1;1;96.5176071756635
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;1e-05;16;1;2;75.4384097296835
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;1e-07;16;1;13;89.5987778632581
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;3e-06;17;1;2;93.1102260667632
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;1e-08;17;1;13;93.8110670539986
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;1e-06;18;1;2;94.8481712396194
"ind";I-BET151;Veliparib (ABT-888);1.5e-07;3e-07;18;1;13;96.8789200068921
"ind";I-BET151;DMSO;1.5e-07;0;18;1;1;97.6951319756231
"ind";I-BET151;Veliparib (ABT-888);5e-07;1e-05;19;1;2;73.9471746318829
"ind";I-BET151;Veliparib (ABT-888);5e-07;1e-07;19;1;13;71.4133480247281
"ind";I-BET151;Veliparib (ABT-888);5e-07;3e-06;20;1;2;79.120403954824
"ind";I-BET151;Veliparib (ABT-888);5e-07;1e-08;20;1;13;86.1268383906338
"ind";I-BET151;Veliparib (ABT-888);5e-07;1e-06;21;1;2;82.3838251255774
"ind";I-BET151;Veliparib (ABT-888);5e-07;3e-07;21;1;13;87.3228554715751
"ind";I-BET151;DMSO;5e-07;0;21;1;1;86.5621477824079
"ind";I-BET151;Erlotinib HCl (OSI-744);0;1e-05;1;1;3;46.4839973177962
"ind";I-BET151;Erlotinib HCl (OSI-744);0;1e-07;1;1;14;86.6762292428262
"ind";I-BET151;Erlotinib HCl (OSI-744);0;3e-06;2;1;3;53.7806014326305
"ind";I-BET151;Erlotinib HCl (OSI-744);0;1e-08;2;1;14;100.209506020143
"ind";I-BET151;Erlotinib HCl (OSI-744);0;1e-06;3;1;3;58.593423332759
"ind";I-BET151;Erlotinib HCl (OSI-744);0;3e-07;3;1;14;81.9722758455692
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;1e-05;13;1;3;45.6240239422909
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;1e-07;13;1;14;87.4699157476314
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;3e-06;14;1;3;51.2103389958856
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;1e-08;14;1;14;93.8986447407843
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;1e-06;15;1;3;57.9028985141425
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-08;3e-07;15;1;14;78.9865132557279
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;1e-05;16;1;3;37.8252199593719
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;1e-07;16;1;14;79.2654887943362
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;3e-06;17;1;3;51.9076680959316
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;1e-08;17;1;14;93.1115430244592
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;1e-06;18;1;3;50.5610788517446
"ind";I-BET151;Erlotinib HCl (OSI-744);1.5e-07;3e-07;18;1;14;72.2395194860353
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;1e-05;19;1;3;36.3243271718004
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;1e-07;19;1;14;60.373511151888
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;3e-06;20;1;3;44.7423207648012
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;1e-08;20;1;14;81.2990909699503
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;1e-06;21;1;3;44.8757724779986
"ind";I-BET151;Erlotinib HCl (OSI-744);5e-07;3e-07;21;1;14;54.4831983634606
"ind";I-BET151;Vandetanib (ZD6474);0;1e-05;1;1;4;43.2570119766328
"ind";I-BET151;Vandetanib (ZD6474);0;1e-07;1;1;15;92.9475817913039
"ind";I-BET151;Vandetanib (ZD6474);0;3e-06;2;1;4;59.557875352149
"ind";I-BET151;Vandetanib (ZD6474);0;1e-08;2;1;15;96.5213659924209
"ind";I-BET151;Vandetanib (ZD6474);0;1e-06;3;1;4;85.8531306828096
"ind";I-BET151;Vandetanib (ZD6474);0;3e-07;3;1;15;91.6497199818699
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;1e-05;13;1;4;39.5346310488141
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;1e-07;13;1;15;95.0821507236134
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;3e-06;14;1;4;55.7347471605843
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;1e-08;14;1;15;87.6755806411608
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;1e-06;15;1;4;79.0128524096485
"ind";I-BET151;Vandetanib (ZD6474);1.5e-08;3e-07;15;1;15;89.6242390453813
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;1e-05;16;1;4;39.3583782104959
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;1e-07;16;1;15;86.6564748773857
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;3e-06;17;1;4;54.870822911991
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;1e-08;17;1;15;93.0770826314132
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;1e-06;18;1;4;66.3968366676141
"ind";I-BET151;Vandetanib (ZD6474);1.5e-07;3e-07;18;1;15;89.0408267860416
"ind";I-BET151;Vandetanib (ZD6474);5e-07;1e-05;19;1;4;35.3796295178508
"ind";I-BET151;Vandetanib (ZD6474);5e-07;1e-07;19;1;15;75.2298914278126
"ind";I-BET151;Vandetanib (ZD6474);5e-07;3e-06;20;1;4;44.8035592976665
"ind";I-BET151;Vandetanib (ZD6474);5e-07;1e-08;20;1;15;82.3519986479234
"ind";I-BET151;Vandetanib (ZD6474);5e-07;1e-06;21;1;4;55.0874624529874
"ind";I-BET151;Vandetanib (ZD6474);5e-07;3e-07;21;1;15;67.9043142436657
"ind";I-BET151;Vatalanib (PTK787) 2HCl;0;1e-05;1;1;5;95.8211834840335
"ind";I-BET151;Vatalanib (PTK787) 2HCl;0;1e-07;1;1;16;100.591204259041
"ind";I-BET151;Vatalanib (PTK787) 2HCl;0;3e-06;2;1;5;95.9307104657531
"ind";I-BET151;Vatalanib (PTK787) 2HCl;0;1e-08;2;1;16;96.8907726261563
