"Drug","Concentration","Growth","AAK1","ABL1","ABL2","ACVR1","ACVR1B","ACVR2B","ACVRL1","ADCK1","ADK","AK2","AKT1","AKT2","AKT3","ALK","ARAF","ATR","AURKA","AURKB","BMP2K","BMPR1A","BMPR1B","BMPR2","BRAF","BRD3","BRD4","BTK","BUB1","CAMK1G","CAMK2D","CAMK2G","CAMK4","CAMKK2","CDC42BPA","CDC42BPB","CDC42BPG","CDC7","CDK1","CDK10","CDK12","CDK13","CDK16","CDK17","CDK18","CDK2","CDK3","CDK4","CDK5","CDK6","CDK7","CDK9","CDKL5","CHEK1","CIT","CLK1","CLK2","CLK3","CLK4","COQ8A","CSK","CSNK1A1","CSNK1D","CSNK1E","CSNK1G1","CSNK1G2","CSNK1G3","CSNK2A1","CSNK2A2","DCK","DDR1","DDR2","DYRK1A","DYRK1B","EGFR","EIF2AK1","EPHA1","EPHA2","EPHA4","EPHA5","EPHA7","EPHB2","EPHB3","EPHB4","EPHB6","ERN1","FER","FES","FGFR1","FGR","FLT3","FRK","FYN","GAK","GRK2","GRK6","GSK3A","GSK3B","HCK","ICK","IGF1R","IKBKE","ILK","INSR","IRAK1","IRAK3","IRAK4","JAK1","JAK2","KIT","LATS1","LCK","LIMK1","LIMK2","LYN","MAP2K1","MAP2K2","MAP2K3","MAP2K4","MAP2K5","MAP2K6","MAP3K1","MAP3K11","MAP3K2","MAP3K20","MAP3K3","MAP3K4","MAP3K5","MAP3K6","MAP4K1","MAP4K2","MAP4K3","MAP4K4","MAP4K5","MAPK1","MAPK10","MAPK11","MAPK14","MAPK15","MAPK3","MAPK7","MAPK8","MAPK9","MAPKAPK2","MAPKAPK3","MAPKAPK5","MARK2","MARK3","MARK4","MELK","MERTK","MET","MINK1","MST1R","MYLK","MYLK3","NEK1","NEK2","NEK3","NEK7","NEK9","NLK","NME2","NTRK1","NUAK2","PAK2","PAK4","PAK6","PASK","PDGFRB","PDPK1","PDXK","PFKP","PHKG2","PIM1","PIM2","PIP4K2A","PIP4K2B","PIP4K2C","PKMYT1","PKN1","PKN2","PKN3","PLK1","PLK4","PRKAA1","PRKACA","PRKACB","PRKACG","PRKCA","PRKCB","PRKCD","PRKCE","PRKCH","PRKCI","PRKCQ","PRKCZ","PRKD2","PRKD3","PRKG1","PRKX","PRKY","PTK2","PTK2B","PTK6","RET","RIPK2","RIPK3","ROCK1","ROCK2","RPS6KA1","RPS6KA3","RPS6KA4","RPS6KA5","RPS6KA6","RPS6KB1","SIK2","SIK3","SLK","SRC","STK10","STK11","STK16","STK24","STK26","STK3","STK38","STK38L","STK4","STRADA","SYK","TAOK1","TAOK2","TAOK3","TBK1","TEC","TESK1","TESK2","TGFBR1","TGFBR2","TNIK","TNK1","TNK2","TP53RK","TTK","TYK2","ULK1","WEE1","YES1"
"dasatinib",30.,-0.698335990243889,0.,-5.582295754671954,-8.716793617667712,0.,-8.536229141908827,-13.888727781728836,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-2.489182874780878,0.,0.,-12.170775033944192,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-18.60801869165722,0.,0.,-1.1453710213834851,0.,0.,0.,0.,0.,0.,-4.56870275062869,-3.0346251771167703,0.,0.,-0.41265492696715844,0.,-7.420387833805863,-11.059760975242964,-5.711206372073646,-6.740977403358494,0.,-16.881533694568848,-11.373065327645662,-4.093633364321497,-6.487394165120386,0.,0.,0.,0.,-11.590535704969005,0.,-15.978890280334605,-15.64863906062072,-3.851229854559539,0.,0.,0.,0.,-16.494664578788043,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-18.73677480432592,0.,-12.849688786733404,-10.013582422928016,-6.057429013787856,-12.988356273284959,0.,-0.5570799286365496,0.,0.,-8.334896335758271,0.,-3.3026939909400674,0.,-2.581941499716397,-2.695949298036247,0.,0.,0.,0.,-0.5179673716008689,-0.9491960967109349,-0.6163868960069399,-1.0390426797974976,-3.3281804393499548,0.,0.,0.,-3.3234023438125395,0.,0.,0.,0.,0.,-1.1273123648814045,0.,0.,0.,0.,0.,0.,0.,0.,-7.037102559657588,0.,-2.1007245917850095,0.,0.,0.,0.,0.,0.,-8.769539772488665,0.,0.,0.,0.,-1.3606225336965625,0.,0.,-4.89628355679733,0.,0.,0.,0.,0.,0.,0.,0.,0.,-21.70865571792526,-0.779807400882616,0.,0.,0.,0.,0.,0.,-1.9591817488806282,0.,0.,0.,0.,0.,0.,0.,-7.3021084959854266,0.,0.,0.,0.,0.,0.,0.,0.,-6.579837199833846,-1.1234311467766624,-5.5983807869315685,0.,0.,0.,0.,0.,0.,0.,0.,0.,-8.949956158940738,-6.9004196248269745,-0.9684403987442204,-15.306277012391119,-1.0711393919327263,0.,0.,0.,0.,0.,0.,0.,0.,0.,-3.153473312772733,0.,0.,0.,0.,-8.519044996701801,-14.802953208856044,0.,-2.8994068955623726,-8.57584863132516,-6.789712096607565,-0.46524917494300727,-7.97051076297684,0.,0.,-1.2039784950670793,0.,-1.5979672428905543,-9.829131230638666
"decernotinib",0.01,10,0.3288294551665987,0.05754686353088653,-0.11277878909952735,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.0019610810513213993,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.11042042775785942,0.1835467983287872,0.,0.,-0.22889773076827233,-0.4137731189221041,0.,0.,0.,0.,0.,0.,0.,0.3031184828937375,0.,0.,0.,0.,0.,0.,0.,-0.06872129475576332,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.036091924019886014,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.016372391693609566,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.22718751241976584,-0.15602282388830613,0.,0.,0.,-0.16255920304697566,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.1016658095838729,0.,0.,0.,-0.03810675840191812,0.,0.,0.,0.,0.027860026653963185,0.04035907215016366,0.7193146083195889,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.08419591736355571,-0.018164229472399047,0.,0.,0.,0.,0.,0.,0.,0.,-0.21776151213327982,0.,-0.2658634126920431,0.,0.,0.,0.09972187478544828,0.,0.,0.,0.,0.,0.,-0.009833203943789096,0.,-0.2521244528448746,0.,0.,0.,0.,0.,0.,0.,-0.42491162611295935,0.,0.05560036161109792,0.,0.,0.,0.,0.
"decernotinib",0.1,10,0.09017006127494841,-0.150175876267552,-0.2769772767808768,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.04441094602435288,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5568419384736866,-0.4094169011721657,0.,0.,-0.5292887535727724,-2.188761772351107,0.,0.,0.,0.,0.,0.,0.,-0.04396015377568159,0.,0.,0.,0.,0.,0.,0.,0.028940187217831204,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.11829526266167671,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.01754309292534128,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.27127396124034847,-0.5340460548812731,0.,0.,0.,-0.21376109091886217,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.024510710082169027,0.,0.,0.,-0.1677646093414782,0.,0.,0.,0.,-0.7877759492983227,-0.8420110324101306,-0.9107215304414913,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4720630352773473,-0.4005204994892491,0.,0.,0.,0.,0.,0.,0.,0.,-1.6688817377139904,0.,-1.1025288896768162,0.,0.,0.,0.26400258467483984,0.,0.,0.,0.,0.,0.,-0.11531376652347092,0.,-0.7554681983463258,0.,0.,0.,0.,0.,0.,0.,-0.5840888317146833,0.,-0.04874714806789156,0.,0.,0.,0.,0.
"decernotinib",1.,10,-0.008748197667176145,-0.24259362259772999,-0.32042074209263505,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.315028945545429,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.6749237465263341,-0.4561736093583508,0.,0.,-14.4508826294874,-4.100130845025479,0.,0.,0.,0.,0.,0.,0.,-0.9600105364519329,0.,0.,0.,0.,0.,0.,0.,-0.09075256688759688,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.18829508656426328,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.46275839165939164,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5846701730186752,-1.0045929921182868,0.,0.,0.,-4.634515583025792,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.24819452143891352,0.,0.,0.,-0.23910641109026734,0.,0.,0.,0.,-2.007972033104729,-2.3578396876916288,-3.2500576085666246,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5519001826056202,-0.6427862635769757,0.,0.,0.,0.,0.,0.,0.,0.,-4.4406543938608,0.,-2.3437125444345663,0.,0.,0.,-0.08631061617666703,0.,0.,0.,0.,0.,0.,-0.2820820103117537,0.,-0.8019846068553871,0.,0.,0.,0.,0.,0.,0.,-5.792178857326483,0.,-0.399248761562927,0.,0.,0.,0.,0.
"decernotinib",0.003,10,0.26990365965608065,0.28831320089196105,-0.005656880286086756,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.02744291573065558,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.01675407983661988,-0.06924922580249812,0.,0.,0.4995806458503446,-0.1952811730617049,0.,0.,0.,0.,0.,0.,0.,0.1319760337637829,0.,0.,0.,0.,0.,0.,0.,-0.19296830831112727,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2542829771209876,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.5652074981412105,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3402441426295717,0.02257471367611974,0.,0.,0.,-0.06995161870772114,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.01620533676783762,0.,0.,0.,-0.18212837886646738,0.,0.,0.,0.,0.16552790521567945,1.039905563700505,0.9406301375472438,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2053952525789549,0.06913148380462214,0.,0.,0.,0.,0.,0.,0.,0.,0.03905288754255809,0.,0.004202628089910012,0.,0.,0.,0.05792328407036339,0.,0.,0.,0.,0.,0.,0.06040740539444775,0.,0.7327211881283892,0.,0.,0.,0.,0.,0.,0.,-0.20666204705758467,0.,0.02974843539025124,0.,0.,0.,0.,0.
"decernotinib",0.03,10,0.2289041210103757,0.1276135067532145,-0.16448015692592746,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.02292704036258682,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.004538953109085242,-0.1738228908901771,0.,0.,0.16750508921654414,-1.2498842439092708,0.,0.,0.,0.,0.,0.,0.,-0.08272557735376307,0.,0.,0.,0.,0.,0.,0.,0.057988683746340364,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.08186906985673936,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.017559827644696976,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.12558057499798586,-0.11787720725833989,0.,0.,0.,-0.05996291951395394,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1604900600307066,0.,0.,0.,-0.13523289235868213,0.,0.,0.,0.,-0.39179369542470355,0.09979220667898776,0.6013353590493087,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1286471702628963,-0.20586654931777265,0.,0.,0.,0.,0.,0.,0.,0.,-0.5232337289967935,0.,-0.41068123267828033,0.,0.,0.,0.24467089605335762,0.,0.,0.,0.,0.,0.,0.028038450593411965,0.,0.5147179137105492,0.,0.,0.,0.,0.,0.,0.,-0.275381514472996,0.,0.017623815519656978,0.,0.,0.,0.,0.
"decernotinib",0.3,10,0.03316705279085238,-0.21004627703938408,-0.3404088724936727,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.23854269776028486,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4365582908693787,-0.24663639636575807,0.,0.,0.028181941123404233,-3.128742700784271,0.,0.,0.,0.,0.,0.,0.,-1.2259789129523024,0.,0.,0.,0.,0.,0.,0.,-0.02925478144656372,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.3148108432123267,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.4361255907722294,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.30115038651403947,-0.5805794329210155,0.,0.,0.,-4.634515583025792,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.017762873058026242,0.,0.,0.,-0.049557870982930054,0.,0.,0.,0.,-1.7626893815906262,-1.4829339905672734,-0.9665381580596595,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.3372267411200606,-0.5522430404250026,0.,0.,0.,0.,0.,0.,0.,0.,-2.5406167508229336,0.,-1.5700947599381174,0.,0.,0.,-0.006372951508968192,0.,0.,0.,0.,0.,0.,-0.26661874772027877,0.,-0.3421974614623277,0.,0.,0.,0.,0.,0.,0.,-0.3468958069000532,0.,0.20921676911420778,0.,0.,0.,0.,0.
"decernotinib",3.,10,-0.14136996768386795,-0.31244418759831954,-0.44953578703596336,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5188574696497941,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8665921898314763,-0.5958278750051877,0.,0.,-14.4508826294874,-6.274738979505711,0.,0.,0.,0.,0.,0.,0.,-1.241020563138312,0.,0.,0.,0.,0.,0.,0.,-0.9323728723725918,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.25203489815988617,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.66643942526062,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.1978605875549735,-1.0783693962016954,0.,0.,0.,-4.634515583025792,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2425652368059204,0.,0.,0.,-0.3922299286044681,0.,0.,0.,0.,-3.6703757512802837,-3.272539519027431,-3.099540783078342,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.7235822066765744,-0.8124394320632691,0.,0.,0.,0.,0.,0.,0.,0.,-6.3045259424709785,0.,-4.002419868297221,0.,0.,0.,-8.44167968625097,0.,0.,0.,0.,0.,0.,-0.3831021766779041,0.,-2.146773540464321,0.,0.,0.,0.,0.,0.,0.,-0.6147656085345331,0.,-1.2731011572059203,0.,0.,0.,0.,0.
"decernotinib",30.,10,-1.1816705208384295,-0.8179672196174822,-1.172893329597019,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.491698131324313,0.,0.,0.,0.,0.,0.,0.,0.,0.,-3.788873916439331,-3.2851334833926717,0.,0.,-14.4508826294874,-25.85306362249656,0.,0.,0.,0.,0.,0.,0.,-5.514822740162413,0.,0.,0.,0.,0.,0.,0.,-2.30237088340218,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.946237999929283,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.8132123438271766,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-3.366445707798803,-3.084840488340004,0.,0.,0.,-4.634515583025792,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.635960919972644,0.,0.,0.,-4.990718127926964,0.,0.,0.,0.,-7.309915736531564,-7.87426913020561,-9.796614868445284,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-1.9279856331896248,-2.540826228275861,0.,0.,0.,0.,0.,0.,0.,0.,-13.982369166472196,0.,-10.543386029422978,0.,0.,0.,-8.44167968625097,0.,0.,0.,0.,0.,0.,-8.87251719057124,0.,-5.721273206656279,0.,0.,0.,0.,0.,0.,0.,-5.792178857326483,0.,-15.560202656077744,0.,0.,0.,0.,0.
"defactinib",0.01,10,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.052165697167893946,0.05434661197631221,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.2280154679687889,0.,-0.33666483478242376,-0.44664396420506836,0.,0.,0.,-0.36892914567993695,0.,0.,-0.5872756900047748,0.,-0.05775317565992137,0.055597624767183204,-1.1571109112057265,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.28061975921494464,-0.010870793198451929,0.,0.,0.,-0.4117387980072864,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8674860472945853,0.,0.,0.,-0.09567147342906403,0.,0.,0.,0.,0.,-0.30121203839802774,0.0527008736004018,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.105472043875565,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.21423926517909764,0.,0.,0.,0.,0.,0.,-0.20846415185839895,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.35126311826532486,0.007873721005503693,0.,-0.0882146211130007,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.0829735559269135,-1.011210182167245,0.,-0.6577447570147953,0.,0.,0.,0.04357495534536523,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-6.443085345499707,-1.2108008414668703,0.,-0.0884438648305622,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.2775352955495681,0.,0.,0.,0.6325570262843948,0.,0.,-0.41765710190394517,0.,0.,-0.003345647288350045,0.,0.,-0.31695718178397664,0.,-1.7069759229244992,0.,0.,0.,0.,0.,0.,0.,-0.1563607721960261,0.,0.,0.,0.,0.,-0.44093065671351783,0.
"defactinib",0.1,10,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1276566401170089,0.2331581393184613,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,2.006930480765408,0.,-0.8502101226601126,-0.8343353534935241,0.,0.,0.,0.2083657711114217,0.,0.,0.09944610407506617,0.,0.07275547902912548,0.0684451463311356,-15.4976973439846,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.09924398184774182,0.10132299214115419,0.,0.,0.,-0.34288322191016735,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.7081641565094836,0.,0.,0.,-0.12608920532494516,0.,0.,0.,0.,0.,0.06967755403217177,0.479404163223662,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.3341728374650686,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.24632867658271207,0.,0.,0.,0.,0.,0.,-0.056894492238100336,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.3341819281559537,-0.11047428877174495,0.,0.11792401775734904,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.11324573905741511,-0.7000916270951207,0.,-0.6955157723141906,0.,0.,0.,0.24242326173015646,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-9.904699201782774,-2.001652018896835,0.,-0.16537200021115064,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5231402269747397,0.,0.,0.,0.27365071776109356,0.,0.,-0.3545715710146056,0.,0.,0.050790013383930015,0.,0.,-0.8891763176703211,0.,-1.7591969358113728,0.,0.,0.,0.,0.,0.,0.,-0.17668267822823647,0.,0.,0.,0.,0.,-0.14035039904763644,0.
"defactinib",1.,10,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.29910014158324644,0.051917480259629604,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,1.4582499764455978,0.,-1.0021304081365223,-0.8185605910623418,0.,0.,0.,0.011821404661949935,0.,0.,-0.5211829968171324,0.,-0.14291220425271936,-0.09936619114295467,-2.153228331811822,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8228844949869306,-0.4268608659318414,0.,0.,0.,-0.36274476320832816,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.8863433224401697,0.,0.,0.,-0.27116179793002043,0.,0.,0.,0.,0.,0.1182431197609746,0.25468300441643416,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.5534447870528706,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.6068864242739033,0.,0.,0.,0.,0.,0.,-0.2122315913294077,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.409181971487425,-0.21780136144910137,0.,-0.33752584108819644,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.1716523852924982,-1.1223267210494392,0.,-1.0140080779685055,0.,0.,0.,0.0925416115716617,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-10.730964812177964,-3.6928176458967767,0.,-0.1858663522549616,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,0.,-0.27641965445884514,0.,0.,0.,-0.22312021441772167,0.,0.,-0.31980893530725607,0.,0.,0.03938384315946968,0.,0.,-0.9314701525220216,0.,-1.9420286471442267,0.,0.,0.,0.,0.,0.,0.,-0.2013559134400521,0.,0.,0.,0.,0.,-0.21016090001042176,0.
