"Drug","Gene Name","Dose (uM)","Value"
"Rebastinib","FRK",0.03,0.16732764386608
"Rebastinib","FRK",0.003,0.10194293610607212
"Rebastinib","FYN",1,-0.31197085859573254
"Rebastinib","FYN",0.1,-0.03806522717496096
"Rebastinib","FYN",0.01,-0.03497846236360559
"Rebastinib","FYN",30,-3.2685244235529765
"Rebastinib","FYN",3,-0.8935930006581458
"Rebastinib","FYN",0.3,0.005335851798382484
"Rebastinib","FYN",0.03,0.10777483480971417
"Rebastinib","FYN",0.003,0.3005859187946075
"Rebastinib","GRB2",1,-0.4769423432289321
"Rebastinib","GRB2",0.1,-0.08162663339870554
"Rebastinib","GRB2",0.01,-0.13516301187387147
"Rebastinib","GRB2",30,-2.161119882975651
"Rebastinib","GRB2",3,-1.4490656973552092
"Rebastinib","GRB2",0.3,-0.5226966114061459
"Rebastinib","GRB2",0.03,0.3262480418054763
"Rebastinib","GRB2",0.003,0.011474305242641451
"Rebastinib","HCK",1,-1.9908409722434857
"Rebastinib","HCK",0.1,-0.34220326980408333
"Rebastinib","HCK",0.01,-0.12618889579692555
"Rebastinib","HCK",30,-5.699262622488632
"Rebastinib","HCK",3,-3.5795125391439546
"Rebastinib","HCK",0.3,-0.894220841265204
"Rebastinib","HCK",0.03,-0.06498032834578031
"Rebastinib","HCK",0.003,0.07363322745904993
"Rebastinib","INPPL1",1,-0.9421114556777197
"Rebastinib","INPPL1",0.1,-0.2717508000074851
"Rebastinib","INPPL1",0.01,-0.06539099602287946
"Rebastinib","INPPL1",30,-13.019319095130292
"Rebastinib","INPPL1",3,-1.0169132228148188
"Rebastinib","INPPL1",0.3,-0.6932231063405508
"Rebastinib","INPPL1",0.03,-0.19863843035712797
"Rebastinib","INPPL1",0.003,-0.19073890902783527
"Rebastinib","IRAK1",1,-0.22775613567467431
"Rebastinib","IRAK1",0.1,0.6423390305871746
"Rebastinib","IRAK1",0.01,-0.018366165035370124
"Rebastinib","IRAK1",30,-13.019319095130292
"Rebastinib","IRAK1",3,-0.591170368271786
"Rebastinib","IRAK1",0.3,-0.06696229919914981
"Rebastinib","IRAK1",0.03,-0.02190190748673809
"Rebastinib","IRAK1",0.003,0.6201152826242069
"Rebastinib","IRAK4",1,-0.25846538933922153
"Rebastinib","IRAK4",0.1,-0.11845452999256607
"Rebastinib","IRAK4",0.01,-0.21015635445758377
"Rebastinib","IRAK4",30,-3.36964455805831
"Rebastinib","IRAK4",3,-0.5397685578020933
"Rebastinib","IRAK4",0.3,-0.12473105852325105
"Rebastinib","IRAK4",0.03,-0.0672538930729115
"Rebastinib","IRAK4",0.003,0.037354351702340756
"Rebastinib","JAK2",1,-0.040421845928648996
"Rebastinib","JAK2",0.1,0.2032565020893793
"Rebastinib","JAK2",0.01,0.3179513549641882
"Rebastinib","JAK2",30,-13.019319095130292
"Rebastinib","JAK2",3,-0.23448268685947887
"Rebastinib","JAK2",0.3,-0.2989221027410277
"Rebastinib","JAK2",0.03,0.17295131345908593
"Rebastinib","JAK2",0.003,0.325243547852157
"Rebastinib","LCK",1,-1.7964094605865273
"Rebastinib","LCK",0.1,-0.24304008456068868
"Rebastinib","LCK",0.01,-0.09576253111940941
"Rebastinib","LCK",30,-4.522223445125472
"Rebastinib","LCK",3,-3.2342675756448456
"Rebastinib","LCK",0.3,-0.6939075172424375
"Rebastinib","LCK",0.03,-0.037609414077824886
"Rebastinib","LCK",0.003,0.13051599820432286
"Rebastinib","LIMK1",1,-0.7588854156267613
"Rebastinib","LIMK1",0.1,0.050744097699542176
"Rebastinib","LIMK1",0.01,0.1762749797833988
"Rebastinib","LIMK1",30,-13.019319095130292
"Rebastinib","LIMK1",3,-1.582940630973646
"Rebastinib","LIMK1",0.3,-0.41370446987906984
"Rebastinib","LIMK1",0.03,0.1344785621277975
"Rebastinib","LIMK1",0.003,0.4142766644120929
"Rebastinib","LIMK2",1,-0.3334147309761155
"Rebastinib","LIMK2",0.1,0.04814040824851772
"Rebastinib","LIMK2",0.01,-0.036929903364124314
"Rebastinib","LIMK2",30,-2.857634992374622
"Rebastinib","LIMK2",3,-0.7211106180594082
"Rebastinib","LIMK2",0.3,-0.13538567520009864
"Rebastinib","LIMK2",0.03,0.09342587356339882
"Rebastinib","LIMK2",0.003,0.1930295203238173
"Rebastinib","LYN",1,-1.0680423542603632
"Rebastinib","LYN",0.1,-0.21968129786661247
"Rebastinib","LYN",0.01,-0.060069881270333615
"Rebastinib","LYN",30,-4.952877572770127
"Rebastinib","LYN",3,-2.407140566456202
"Rebastinib","LYN",0.3,-0.37000299445829554
"Rebastinib","LYN",0.03,0.016379358024873517
"Rebastinib","LYN",0.003,-0.06716322255713225
"Rebastinib","MAP3K11",1,-0.12349945499248881
"Rebastinib","MAP3K11",0.1,0.006197313703097397
"Rebastinib","MAP3K11",0.01,0.13440338511687358
"Rebastinib","MAP3K11",30,-13.019319095130292
"Rebastinib","MAP3K11",3,-0.6526341125357609
"Rebastinib","MAP3K11",0.3,-0.046445635825444066
"Rebastinib","MAP3K11",0.03,-0.001170822362107903
"Rebastinib","MAP3K11",0.003,-0.1319729332869615
"Rebastinib","MAP4K1",1,-0.9550895299503243
"Rebastinib","MAP4K1",0.1,-0.17811057658686627
"Rebastinib","MAP4K1",0.01,-0.06934769584627638
"Rebastinib","MAP4K1",30,-13.019319095130292
"Rebastinib","MAP4K1",3,-13.019319095130292
"Rebastinib","MAP4K1",0.3,-0.45146204777379584
"Rebastinib","MAP4K1",0.03,0.04459619163847616
"Rebastinib","MAP4K1",0.003,0.22841356259184556
"Rebastinib","MAP4K2",1,-0.7806564950641839
"Rebastinib","MAP4K2",0.1,-0.0920678080718732
"Rebastinib","MAP4K2",0.01,0.17723768001850773
"Rebastinib","MAP4K2",30,-13.019319095130292
"Rebastinib","MAP4K2",3,-1.348898674202774
"Rebastinib","MAP4K2",0.3,-0.3225131531057244
"Rebastinib","MAP4K2",0.03,0.00541805301204244
"Rebastinib","MAP4K2",0.003,0.16159224128869473
"Rebastinib","MAP4K4",1,-0.7842604492683185
"Rebastinib","MAP4K4",0.1,-0.40424166642123127
"Rebastinib","MAP4K4",0.01,-0.12944842827247832
"Rebastinib","MAP4K4",30,-2.0058761980951285
"Rebastinib","MAP4K4",3,-1.142468096700755
"Rebastinib","MAP4K4",0.3,-0.46965879217364725
"Rebastinib","MAP4K4",0.03,-0.23109217186541187
"Rebastinib","MAP4K4",0.003,-0.1438629355957463
"Rebastinib","MAP4K5",1,-0.1843038174145111
"Rebastinib","MAP4K5",0.1,0.09695785553780648
"Rebastinib","MAP4K5",0.01,0.015195676710129242
"Rebastinib","MAP4K5",30,-1.5719482333046229
"Rebastinib","MAP4K5",3,-0.4360971613571977
"Rebastinib","MAP4K5",0.3,-0.019278566102388674
"Rebastinib","MAP4K5",0.03,0.013771009077054702
"Rebastinib","MAP4K5",0.003,0.11393517100247698
"Rebastinib","MAPK10",1,-0.2349599553402675
"Rebastinib","MAPK10",0.1,-13.019319095130292
"Rebastinib","MAPK10",0.01,0.36625410034552575
"Rebastinib","MAPK10",30,-13.019319095130292
"Rebastinib","MAPK10",3,-13.019319095130292
"Rebastinib","MAPK10",0.3,-13.019319095130292
"Rebastinib","MAPK10",0.03,0.7166151552595343
"Rebastinib","MAPK10",0.003,0.5719236644762928
"Rebastinib","MAPK14",1,-0.21178581339142075
"Rebastinib","MAPK14",0.1,0.03596439552254282
"Rebastinib","MAPK14",0.01,-0.08790648000623465
"Rebastinib","MAPK14",30,-2.5327710143293247
"Rebastinib","MAPK14",3,-0.5703192504087675
"Rebastinib","MAPK14",0.3,-0.027841007676179228
"Rebastinib","MAPK14",0.03,0.06305752858206339
"Rebastinib","MAPK14",0.003,0.14909149802515254
"Rebastinib","MAPK15",1,-0.9800441258747798
"Rebastinib","MAPK15",0.1,-0.0675237757022104
"Rebastinib","MAPK15",0.01,0.37634791130240225
"Rebastinib","MAPK15",30,-1.5162521896510877
"Rebastinib","MAPK15",3,-1.3131451728900643
"Rebastinib","MAPK15",0.3,-0.12058153550501886
"Rebastinib","MAPK15",0.03,-0.1999148944683745
"Rebastinib","MAPK15",0.003,0.08303887121809328
"Rebastinib","MAPK8",1,-0.3570566761194949
"Rebastinib","MAPK8",0.1,-0.1695947635479881
"Rebastinib","MAPK8",0.01,-0.23434869045420986
"Rebastinib","MAPK8",30,-1.130579296083371
"Rebastinib","MAPK8",3,-0.39376946086923753
"Rebastinib","MAPK8",0.3,-0.22214685261915654
"Rebastinib","MAPK8",0.03,-0.10303139117887392
"Rebastinib","MAPK8",0.003,0.0061857406561541825
"Rebastinib","MAPK9",1,-0.6344744804065193
"Rebastinib","MAPK9",0.1,-0.2630863097405784
"Rebastinib","MAPK9",0.01,0.10270864373384818
"Rebastinib","MAPK9",30,-4.244133209718265
"Rebastinib","MAPK9",3,-1.6647221329147988
"Rebastinib","MAPK9",0.3,-0.28031739997050803
"Rebastinib","MAPK9",0.03,0.0951483984646791
"Rebastinib","MAPK9",0.003,0.26708579433232765
"Rebastinib","MAPKAPK2",1,-0.3738039936643349
"Rebastinib","MAPKAPK2",0.1,-0.03894931239769884
"Rebastinib","MAPKAPK2",0.01,-0.019505776935918796
"Rebastinib","MAPKAPK2",30,-13.019319095130292
"Rebastinib","MAPKAPK2",3,-0.5673637749688667
"Rebastinib","MAPKAPK2",0.3,-0.002182886420198916
"Rebastinib","MAPKAPK2",0.03,0.14013726422662878
"Rebastinib","MAPKAPK2",0.003,0.058216063752363705
"Rebastinib","MET",1,-13.019319095130292
"Rebastinib","MET",0.1,0.6582552715088156
"Rebastinib","MET",0.01,1.4285873894955055
"Rebastinib","MET",30,-1.2798946961062014
"Rebastinib","MET",3,-13.019319095130292
"Rebastinib","MET",0.3,-1.6509083050541762
"Rebastinib","MET",0.03,1.0602552476849172
"Rebastinib","MET",0.003,1.2618729714164016
"Rebastinib","MST1R",1,-0.841354479737121
"Rebastinib","MST1R",0.1,-0.08616855389149833
"Rebastinib","MST1R",0.01,-0.18907363867758417
"Rebastinib","MST1R",30,-13.019319095130292
"Rebastinib","MST1R",3,-13.019319095130292
"Rebastinib","MST1R",0.3,-0.6712680283106655
"Rebastinib","MST1R",0.03,-0.17514616677113404
"Rebastinib","MST1R",0.003,-0.08187027995833993
"Rebastinib","MYLK",1,0.44040833561560555
"Rebastinib","MYLK",0.1,0.8266847964010466
"Rebastinib","MYLK",0.01,0.5978760428821909
"Rebastinib","MYLK",30,-0.8888531114266522
"Rebastinib","MYLK",3,-0.11904094740360255
"Rebastinib","MYLK",0.3,0.5378940552348879
"Rebastinib","MYLK",0.03,0.5086203330755613
"Rebastinib","MYLK",0.003,0.6089873626478756
"Rebastinib","NTRK1",1,-13.019319095130292
"Rebastinib","NTRK1",0.1,0.10895645704079018
"Rebastinib","NTRK1",0.01,-0.030479247856286612
"Rebastinib","NTRK1",30,-13.019319095130292
"Rebastinib","NTRK1",3,-13.019319095130292
"Rebastinib","NTRK1",0.3,-0.09244088975491316
"Rebastinib","NTRK1",0.03,0.07697009489044605
"Rebastinib","NTRK1",0.003,0.6496957923030605
"Rebastinib","PAG1",1,-2.271798992190998
"Rebastinib","PAG1",0.1,-0.6414221113436854
"Rebastinib","PAG1",0.01,-0.4703612130390436
"Rebastinib","PAG1",30,-13.019319095130292
"Rebastinib","PAG1",3,-3.7842860388932182
"Rebastinib","PAG1",0.3,-1.1313062902806907
"Rebastinib","PAG1",0.03,-0.5203279133756376
"Rebastinib","PAG1",0.003,0.04063397910912731
"Rebastinib","PLK4",1,-0.26262596104999036
"Rebastinib","PLK4",0.1,-0.07995268230980897
"Rebastinib","PLK4",0.01,-0.17283364951596766
"Rebastinib","PLK4",30,-2.411904727005894
"Rebastinib","PLK4",3,-0.39163674570036866
"Rebastinib","PLK4",0.3,0.13334472018670396
"Rebastinib","PLK4",0.03,0.07559966345030103
"Rebastinib","PLK4",0.003,0.03933645508910105
"Rebastinib","PTK2B",1,-0.19228026323916478
"Rebastinib","PTK2B",0.1,0.01053456218905627
"Rebastinib","PTK2B",0.01,-0.05391552943902927
"Rebastinib","PTK2B",30,-2.437970695819449
"Rebastinib","PTK2B",3,-0.4061214398737156
"Rebastinib","PTK2B",0.3,-0.052490814187370304
"Rebastinib","PTK2B",0.03,0.0018113968193803707
"Rebastinib","PTK2B",0.003,0.07783339002219526
"Rebastinib","RET",1,-0.6645885732983811
"Rebastinib","RET",0.1,-0.11068332953926925
"Rebastinib","RET",0.01,-0.08957621623993074
"Rebastinib","RET",30,-13.019319095130292
"Rebastinib","RET",3,-1.246865107404791
"Rebastinib","RET",0.3,-0.2696001197957648
"Rebastinib","RET",0.03,0.022164134662359756
"Rebastinib","RET",0.003,-0.03936561914310124
"Rebastinib","RIPK3",1,-0.9741159256096171
"Rebastinib","RIPK3",0.1,-0.4915425934777376
"Rebastinib","RIPK3",0.01,-0.4680267175529961
"Rebastinib","RIPK3",30,-13.019319095130292
"Rebastinib","RIPK3",3,-2.026111648648688
"Rebastinib","RIPK3",0.3,-0.5326967418479298
"Rebastinib","RIPK3",0.03,-0.3925621084659007
"Rebastinib","RIPK3",0.003,-0.2988269560243664
"Rebastinib","RPS6KA4",1,-0.28782881875795435
"Rebastinib","RPS6KA4",0.1,-0.1702050548336398
"Rebastinib","RPS6KA4",0.01,-0.17961839764615622
"Rebastinib","RPS6KA4",30,-1.0996423541470282
"Rebastinib","RPS6KA4",3,-0.4716754574703726
"Rebastinib","RPS6KA4",0.3,-0.1689452424634766
"Rebastinib","RPS6KA4",0.03,-0.18512622153472832
"Rebastinib","RPS6KA4",0.003,-0.018916343696273215
"Rebastinib","SRC",1,-0.3412407698074072
"Rebastinib","SRC",0.1,-0.03448741880228162
"Rebastinib","SRC",0.01,-0.05032289300789805
"Rebastinib","SRC",30,-2.632435649083922
"Rebastinib","SRC",3,-0.5841167238174105
"Rebastinib","SRC",0.3,-0.10872484500557551
"Rebastinib","SRC",0.03,-0.04510673732349246
"Rebastinib","SRC",0.003,0.030895517356002353
"Rebastinib","STK3",1,-0.8010361826962268
"Rebastinib","STK3",0.1,-0.402255708611701
"Rebastinib","STK3",0.01,-0.6159457438686329
"Rebastinib","STK3",30,-2.479554981485771
"Rebastinib","STK3",3,-0.9824461160901541
"Rebastinib","STK3",0.3,-0.44964242445470837
"Rebastinib","STK3",0.03,-0.45344713306145507
"Rebastinib","STK3",0.003,-0.21092612837749697
"Rebastinib","STK4",1,-0.43202311816207206
"Rebastinib","STK4",0.1,-0.21922834059826898
"Rebastinib","STK4",0.01,-0.18805244471509064
"Rebastinib","STK4",30,-1.514504809996997
"Rebastinib","STK4",3,-0.6278075017521548
"Rebastinib","STK4",0.3,-0.13995304947528203
"Rebastinib","STK4",0.03,-0.20339874311410847
"Rebastinib","STK4",0.003,0.07778300942994366
"Rebastinib","SYK",1,-0.39607461193347804
"Rebastinib","SYK",0.1,0.013101113793096331
"Rebastinib","SYK",0.01,-0.030788227550595498
"Rebastinib","SYK",30,-1.5003577603132978
"Rebastinib","SYK",3,-0.6880806395509679
"Rebastinib","SYK",0.3,-0.14542539837362684
"Rebastinib","SYK",0.03,0.04294041380497901
"Rebastinib","SYK",0.003,0.043478578903620474
"Rebastinib","TAOK3",1,-0.5553565143332997
"Rebastinib","TAOK3",0.1,-0.3993510772250491
"Rebastinib","TAOK3",0.01,-0.4025837365201021
"Rebastinib","TAOK3",30,-1.9078423042259798
"Rebastinib","TAOK3",3,-0.8013640768501116
"Rebastinib","TAOK3",0.3,-0.3010696417273102
"Rebastinib","TAOK3",0.03,-0.33489343561495327
"Rebastinib","TAOK3",0.003,-0.23046375715248968
"Rebastinib","TESK2",1,-13.019319095130292
"Rebastinib","TESK2",0.1,-13.019319095130292
"Rebastinib","TESK2",0.01,-13.019319095130292
"Rebastinib","TESK2",30,-13.019319095130292
"Rebastinib","TESK2",3,-13.019319095130292
"Rebastinib","TESK2",0.3,-13.019319095130292
"Rebastinib","TESK2",0.03,-13.019319095130292
"Rebastinib","TESK2",0.003,-0.048719338634600005
"Rebastinib","TNIK",1,-0.24860808398202403
"Rebastinib","TNIK",0.1,-0.35027401461021346
"Rebastinib","TNIK",0.01,-0.19209333015819047
"Rebastinib","TNIK",30,-13.019319095130292
"Rebastinib","TNIK",3,-13.019319095130292
"Rebastinib","TNIK",0.3,-0.14801186368381705
"Rebastinib","TNIK",0.03,0.07268807878725946
"Rebastinib","TNIK",0.003,-13.019319095130292
"Rebastinib","TNK1",1,-13.019319095130292
"Rebastinib","TNK1",0.1,-0.5005148758485324
"Rebastinib","TNK1",0.01,-0.09200419081373806
"Rebastinib","TNK1",30,-13.019319095130292
"Rebastinib","TNK1",3,-13.019319095130292
"Rebastinib","TNK1",0.3,-13.019319095130292
"Rebastinib","TNK1",0.03,-0.41420448014979105
"Rebastinib","TNK1",0.003,0.09929015465050116
"Rebastinib","UBASH3B",1,-1.2596044384379088
"Rebastinib","UBASH3B",0.1,-0.6597921940888813
"Rebastinib","UBASH3B",0.01,-0.1712920019037409
"Rebastinib","UBASH3B",30,-13.019319095130292
"Rebastinib","UBASH3B",3,-13.019319095130292
"Rebastinib","UBASH3B",0.3,-0.5239480221833593
"Rebastinib","UBASH3B",0.03,-0.1922186492736727
"Rebastinib","UBASH3B",0.003,0.039404979430890226
"Rebastinib","UNC119",1,-13.019319095130292
"Rebastinib","UNC119",0.1,-0.11584858126818003
"Rebastinib","UNC119",0.01,-0.13288897072394265
"Rebastinib","UNC119",30,-13.019319095130292
"Rebastinib","UNC119",3,-13.019319095130292
"Rebastinib","UNC119",0.3,0.0014342031672702116
"Rebastinib","UNC119",0.03,-0.04370278754054854
"Rebastinib","UNC119",0.003,0.42746382520858817
"Rebastinib","YES1",1,-0.18057068126230108
"Rebastinib","YES1",0.1,0.20680438411676894
"Rebastinib","YES1",0.01,0.08879700870140417
"Rebastinib","YES1",30,-2.5317276211983186
"Rebastinib","YES1",3,-0.6027175185411834
"Rebastinib","YES1",0.3,0.024615519796579877
"Rebastinib","YES1",0.03,0.2754528270267076
"Rebastinib","YES1",0.003,0.3594823408381685
"Rebastinib","ZAK",1,-1.4989911644774712
"Rebastinib","ZAK",0.1,-0.33445378241495416
"Rebastinib","ZAK",0.01,-0.002246803431914129
"Rebastinib","ZAK",30,-3.628065815551545
"Rebastinib","ZAK",3,-3.0910803890952048
"Rebastinib","ZAK",0.3,-0.6296545248951181
"Rebastinib","ZAK",0.03,-0.06925392926902031
"Rebastinib","ZAK",0.003,-0.3257955292555547
"Refametinib","ADCK1",1,-0.5444895305238593
"Refametinib","ADCK1",0.1,-0.4806555750506951
"Refametinib","ADCK1",0.01,0.14193358164117723
"Refametinib","ADCK1",30,-1.3017018393128226
"Refametinib","ADCK1",3,-0.6170152886547161
"Refametinib","ADCK1",0.3,-0.4102398818774327
"Refametinib","ADCK1",0.03,0.006334758947184271
"Refametinib","ADCK1",0.003,-0.12640088241277997
"Refametinib","CHEK1",1,-0.14132139925215972
"Refametinib","CHEK1",0.1,0.5655393185624437
"Refametinib","CHEK1",0.01,1.2598063183553585
"Refametinib","CHEK1",30,-0.5217631927267796
"Refametinib","CHEK1",3,-13.019319095130292
"Refametinib","CHEK1",0.3,0.34612771071734477
"Refametinib","CHEK1",0.03,0.8177667642387101
"Refametinib","CHEK1",0.003,1.2769088028370414
"Refametinib","MAP2K1",1,-13.019319095130292
"Refametinib","MAP2K1",0.1,-1.0895638522084454
"Refametinib","MAP2K1",0.01,0.15245868191411976
"Refametinib","MAP2K1",30,-13.019319095130292
"Refametinib","MAP2K1",3,-13.019319095130292
"Refametinib","MAP2K1",0.3,-1.338929703494837
"Refametinib","MAP2K1",0.03,-0.15595874571217186
"Refametinib","MAP2K1",0.003,-0.18861637269359702
"Refametinib","MAP2K2",1,-13.019319095130292
"Refametinib","MAP2K2",0.1,-0.5886167279689819
"Refametinib","MAP2K2",0.01,-0.029355752801254697
"Refametinib","MAP2K2",30,-13.019319095130292
"Refametinib","MAP2K2",3,-13.019319095130292
"Refametinib","MAP2K2",0.3,-1.750062437824426
"Refametinib","MAP2K2",0.03,-0.520112302256638
"Refametinib","MAP2K2",0.003,-0.27804112788521085
"Refametinib","MAPK10",1,-13.019319095130292
"Refametinib","MAPK10",0.1,-13.019319095130292
"Refametinib","MAPK10",0.01,-0.3730842082557954
"Refametinib","MAPK10",30,-13.019319095130292
"Refametinib","MAPK10",3,-13.019319095130292
"Refametinib","MAPK10",0.3,-13.019319095130292
"Refametinib","MAPK10",0.03,-0.5373330339547865
"Refametinib","MAPK10",0.003,-0.6663320334114409
"Refametinib","PRKAG1",1,-0.5492898669308915
"Refametinib","PRKAG1",0.1,-0.7580214773663259
"Refametinib","PRKAG1",0.01,0.13229385502503233
"Refametinib","PRKAG1",30,-1.5437034663578701
"Refametinib","PRKAG1",3,-0.3347877004969833
"Refametinib","PRKAG1",0.3,-0.7208869846120255
"Refametinib","PRKAG1",0.03,0.12330812811636896
"Refametinib","PRKAG1",0.003,-0.5343229863669545
"Refametinib","PRKAG2",1,-0.2163551374811834
"Refametinib","PRKAG2",0.1,-0.46410989037210026
"Refametinib","PRKAG2",0.01,0.3017013111303454
"Refametinib","PRKAG2",30,-1.1819815181850857
"Refametinib","PRKAG2",3,-0.41734892082701636
"Refametinib","PRKAG2",0.3,-0.16679477519769764
"Refametinib","PRKAG2",0.03,0.1431992821406056
"Refametinib","PRKAG2",0.003,0.2692959782410529
"Regorafenib","ABL1",1,0.10441331419899515
"Regorafenib","ABL1",0.1,0.5072327003264557
"Regorafenib","ABL1",0.01,0.29509998228289513
"Regorafenib","ABL1",30,-0.7817915311611596
"Regorafenib","ABL1",3,-0.564800690897431
"Regorafenib","ABL1",0.3,0.21071330429038332
"Regorafenib","ABL1",0.03,0.4060677831908826
"Regorafenib","ABL1",0.003,0.6631532507558348
"Regorafenib","BCR",1,0.00008919473093803747
"Regorafenib","BCR",0.1,0.5718455301445781
"Regorafenib","BCR",0.01,-0.04422920634515674
"Regorafenib","BCR",30,-1.1497336470303035
"Regorafenib","BCR",3,-0.6741555094928504
"Regorafenib","BCR",0.3,0.3442764673066348
"Regorafenib","BCR",0.03,0.3201876945197343
"Regorafenib","BCR",0.003,0.5527167043539932
"Regorafenib","BRAF",1,0.4747497313268268
"Regorafenib","BRAF",0.1,0.6366970198989526
"Regorafenib","BRAF",0.01,0.6025268885176842
"Regorafenib","BRAF",30,-1.0402357181611737
"Regorafenib","BRAF",3,-0.04778294632294617
"Regorafenib","BRAF",0.3,0.4275491442233191
"Regorafenib","BRAF",0.03,0.39766962111054693
"Regorafenib","BRAF",0.003,0.47786675419838487
"Regorafenib","CDK17",1,0.3240625495107164
"Regorafenib","CDK17",0.1,0.6345585203521815
"Regorafenib","CDK17",0.01,1.377387839514818
"Regorafenib","CDK17",30,-1.5164738134047295
"Regorafenib","CDK17",3,-0.46930086512078995
"Regorafenib","CDK17",0.3,0.002395599531470252
"Regorafenib","CDK17",0.03,0.6467913390349154
"Regorafenib","CDK17",0.003,1.1398002103170541
"Regorafenib","CLK1",1,0.21787064928509722
"Regorafenib","CLK1",0.1,0.2925257693568435
"Regorafenib","CLK1",0.01,0.20274114658856845
"Regorafenib","CLK1",30,-0.8739701517623537
"Regorafenib","CLK1",3,-0.31088296365361967
"Regorafenib","CLK1",0.3,-0.08537688489143679
"Regorafenib","CLK1",0.03,0.19992851204930825
"Regorafenib","CLK1",0.003,0.10010020528452303
"Regorafenib","DDR1",1,-1.0852428029092478
"Regorafenib","DDR1",0.1,-0.1465706010510578
"Regorafenib","DDR1",0.01,-0.02988004771653785
"Regorafenib","DDR1",30,-13.019319095130292
"Regorafenib","DDR1",3,-13.019319095130292
"Regorafenib","DDR1",0.3,-1.0203432168384972
"Regorafenib","DDR1",0.03,-0.17667996463375793
"Regorafenib","DDR1",0.003,-0.10055970887668877
"Regorafenib","DDR2",1,-0.37607214912009296
"Regorafenib","DDR2",0.1,1.1872448953526087
"Regorafenib","DDR2",0.01,1.3658310121432635
"Regorafenib","DDR2",30,-3.275091059847656
"Regorafenib","DDR2",3,-2.112015964343884
"Regorafenib","DDR2",0.3,0.5515283324597666
"Regorafenib","DDR2",0.03,1.2351126846686238
"Regorafenib","DDR2",0.003,1.386078217112028
"Regorafenib","EPHA1",1,-0.434385322153698
"Regorafenib","EPHA1",0.1,-0.7199593796605436
"Regorafenib","EPHA1",0.01,0.39205528420786295
"Regorafenib","EPHA1",30,-13.019319095130292
"Regorafenib","EPHA1",3,-1.2318455789650575
"Regorafenib","EPHA1",0.3,-1.848601438988406
"Regorafenib","EPHA1",0.03,-0.6844018117708577
"Regorafenib","EPHA1",0.003,1.118023767748099
"Regorafenib","EPHA2",1,0.15010948336863555
"Regorafenib","EPHA2",0.1,0.6220576873192425
"Regorafenib","EPHA2",0.01,0.5682110739299973
"Regorafenib","EPHA2",30,-0.8556121294164163
"Regorafenib","EPHA2",3,-0.11292492246515222
"Regorafenib","EPHA2",0.3,0.6700434357902862
"Regorafenib","EPHA2",0.03,0.5467124327161325
"Regorafenib","EPHA2",0.003,0.7210888403221454
"Regorafenib","EPHA5",1,-0.301691923855591
"Regorafenib","EPHA5",0.1,-0.12842874655239306
"Regorafenib","EPHA5",0.01,0.07453699258113679
"Regorafenib","EPHA5",30,-1.446672518539338
"Regorafenib","EPHA5",3,-0.06459454906684507
"Regorafenib","EPHA5",0.3,-0.014174448227991712
"Regorafenib","EPHA5",0.03,1.0435547575469668
"Regorafenib","EPHA5",0.003,0.6972410728852951
"Regorafenib","FLT3",1,0.10308863806135102
"Regorafenib","FLT3",0.1,1.368720509021228
"Regorafenib","FLT3",0.01,1.2317947762676504
"Regorafenib","FLT3",30,-13.019319095130292
"Regorafenib","FLT3",3,-1.819933037451241
"Regorafenib","FLT3",0.3,0.6820964558049902
"Regorafenib","FLT3",0.03,1.1541485744771025
"Regorafenib","FLT3",0.003,1.0352564303010254
"Regorafenib","GRB2",1,-0.3908259445212967
"Regorafenib","GRB2",0.1,-0.01893189719928034
"Regorafenib","GRB2",0.01,0.3067391479247448
"Regorafenib","GRB2",30,-1.4974492592360882
"Regorafenib","GRB2",3,-0.5709507210997409
"Regorafenib","GRB2",0.3,0.0033919382509395996
"Regorafenib","GRB2",0.03,0.048798140050979884
"Regorafenib","GRB2",0.003,0.059365907090098195
"Regorafenib","INPPL1",1,-0.5939713304282922
"Regorafenib","INPPL1",0.1,0.5116407560638073
"Regorafenib","INPPL1",0.01,0.3166010917974089
"Regorafenib","INPPL1",30,-2.4029947615516316
"Regorafenib","INPPL1",3,-0.983769465309356
"Regorafenib","INPPL1",0.3,0.27544229484351423
"Regorafenib","INPPL1",0.03,0.18190490812445817
"Regorafenib","INPPL1",0.003,0.48010186806579064
"Regorafenib","LIMK1",1,-0.14894653501171104
"Regorafenib","LIMK1",0.1,0.4464386834061464
"Regorafenib","LIMK1",0.01,0.7948430722666535
"Regorafenib","LIMK1",30,-1.0721296814499723
"Regorafenib","LIMK1",3,-0.5628536169626802
"Regorafenib","LIMK1",0.3,0.43453094752285676
"Regorafenib","LIMK1",0.03,0.40182965243998636
"Regorafenib","LIMK1",0.003,0.4188095028252298
"Regorafenib","MAP3K1",1,-0.8762529398060712
"Regorafenib","MAP3K1",0.1,0.5335823687095875
"Regorafenib","MAP3K1",0.01,0.4301013717337309
"Regorafenib","MAP3K1",30,-4.814177023018256
"Regorafenib","MAP3K1",3,-2.3870443019940177
"Regorafenib","MAP3K1",0.3,0.1184814668052819
"Regorafenib","MAP3K1",0.03,0.2326607567902751
"Regorafenib","MAP3K1",0.003,0.5694614071809635
"Regorafenib","MAPK11",1,0.21419060822366034
"Regorafenib","MAPK11",0.1,0.867384550860621
"Regorafenib","MAPK11",0.01,1.0506503165820889
