"Drug","Gene Name","Dose (uM)","Value"
"Dabrafenib","CDK17",0.3,-13.019319095130292
"Dabrafenib","CDK17",0.03,-0.704504190292243
"Dabrafenib","CDK17",0.003,-0.1929346328580447
"Dabrafenib","CDK18",1,-13.019319095130292
"Dabrafenib","CDK18",0.1,-0.5313728985718228
"Dabrafenib","CDK18",0.01,-13.019319095130292
"Dabrafenib","CDK18",30,-13.019319095130292
"Dabrafenib","CDK18",3,-13.019319095130292
"Dabrafenib","CDK18",0.3,-13.019319095130292
"Dabrafenib","CDK18",0.03,-13.019319095130292
"Dabrafenib","CDK18",0.003,-13.019319095130292
"Dabrafenib","CDK2",1,-1.7339579847286442
"Dabrafenib","CDK2",0.1,-1.5035499218100492
"Dabrafenib","CDK2",0.01,-0.24578508846427155
"Dabrafenib","CDK2",30,-2.102040285128484
"Dabrafenib","CDK2",3,-2.192204611699601
"Dabrafenib","CDK2",0.3,-1.492084052766423
"Dabrafenib","CDK2",0.03,-0.582023176458895
"Dabrafenib","CDK2",0.003,-0.32631402276735344
"Dabrafenib","CDK4",1,-13.019319095130292
"Dabrafenib","CDK4",0.1,-0.7641963042227111
"Dabrafenib","CDK4",0.01,0.05441543913821515
"Dabrafenib","CDK4",30,-1.312787441030893
"Dabrafenib","CDK4",3,-13.019319095130292
"Dabrafenib","CDK4",0.3,-1.3214915099117523
"Dabrafenib","CDK4",0.03,-0.04323927581394101
"Dabrafenib","CDK4",0.003,-0.20411277138423084
"Dabrafenib","CDK5",1,-0.3127803836876464
"Dabrafenib","CDK5",0.1,-0.34936142251618607
"Dabrafenib","CDK5",0.01,0.010049590747814054
"Dabrafenib","CDK5",30,-2.1415990719250577
"Dabrafenib","CDK5",3,-1.243280272799682
"Dabrafenib","CDK5",0.3,-0.1722769818731874
"Dabrafenib","CDK5",0.03,-0.09335525672942654
"Dabrafenib","CDK5",0.003,-0.25793683380668797
"Dabrafenib","CDK6",1,-2.097021536915429
"Dabrafenib","CDK6",0.1,-0.553025730685309
"Dabrafenib","CDK6",0.01,-0.11015924877529604
"Dabrafenib","CDK6",30,-13.019319095130292
"Dabrafenib","CDK6",3,-3.7470661841351762
"Dabrafenib","CDK6",0.3,-0.7338158578247873
"Dabrafenib","CDK6",0.03,0.07154273870474626
"Dabrafenib","CDK6",0.003,-0.2008698452041261
"Dabrafenib","CSK",1,-0.37125745982688124
"Dabrafenib","CSK",0.1,-0.08931909626820426
"Dabrafenib","CSK",0.01,0.1272824659515122
"Dabrafenib","CSK",30,-2.5676000468171294
"Dabrafenib","CSK",3,-1.3653915524266491
"Dabrafenib","CSK",0.3,-0.07814798674023338
"Dabrafenib","CSK",0.03,0.19804073198518155
"Dabrafenib","CSK",0.003,0.09394114429378067
"Dabrafenib","DYNLL1",1,-2.6525264139772173
"Dabrafenib","DYNLL1",0.1,-0.6618196053596164
"Dabrafenib","DYNLL1",0.01,0.07803274152688625
"Dabrafenib","DYNLL1",30,-3.2649425656312605
"Dabrafenib","DYNLL1",3,-3.4170070072803806
"Dabrafenib","DYNLL1",0.3,-1.834131899211995
"Dabrafenib","DYNLL1",0.03,-0.1242052256990561
"Dabrafenib","DYNLL1",0.003,0.31882317430713636
"Dabrafenib","DYNLL2",1,-13.019319095130292
"Dabrafenib","DYNLL2",0.1,-0.01791856068086548
"Dabrafenib","DYNLL2",0.01,0.34010288936281846
"Dabrafenib","DYNLL2",30,-13.019319095130292
"Dabrafenib","DYNLL2",3,-13.019319095130292
"Dabrafenib","DYNLL2",0.3,-1.3034194920280395
"Dabrafenib","DYNLL2",0.03,0.41853121526005876
"Dabrafenib","DYNLL2",0.003,0.47871660558068696
"Dabrafenib","EIF2AK1",1,-0.9055961845081854
"Dabrafenib","EIF2AK1",0.1,0.38382977605777757
"Dabrafenib","EIF2AK1",0.01,-0.02954509216089948
"Dabrafenib","EIF2AK1",30,-13.019319095130292
"Dabrafenib","EIF2AK1",3,-1.8108519352286092
"Dabrafenib","EIF2AK1",0.3,0.03682184382611075
"Dabrafenib","EIF2AK1",0.03,-0.002963022279755049
"Dabrafenib","EIF2AK1",0.003,0.47813533459732754
"Dabrafenib","EPHA1",1,0.11061978782810976
"Dabrafenib","EPHA1",0.1,0.14030364403540185
"Dabrafenib","EPHA1",0.01,-13.019319095130292
"Dabrafenib","EPHA1",30,-13.019319095130292
"Dabrafenib","EPHA1",3,-13.019319095130292
"Dabrafenib","EPHA1",0.3,-0.0000861233347054267
"Dabrafenib","EPHA1",0.03,0.5192419676786268
"Dabrafenib","EPHA1",0.003,0.14436120212818124
"Dabrafenib","EPHB6",1,-0.9388013918507356
"Dabrafenib","EPHB6",0.1,-0.1930794075557727
"Dabrafenib","EPHB6",0.01,0.2186932901271621
"Dabrafenib","EPHB6",30,-13.019319095130292
"Dabrafenib","EPHB6",3,-13.019319095130292
"Dabrafenib","EPHB6",0.3,-0.36233723184382355
"Dabrafenib","EPHB6",0.03,0.33488382876280726
"Dabrafenib","EPHB6",0.003,0.2773037656462395
"Dabrafenib","ERN1",1,-0.3000842042161606
"Dabrafenib","ERN1",0.1,0.13447132551940857
"Dabrafenib","ERN1",0.01,-0.006948061026184991
"Dabrafenib","ERN1",30,-13.019319095130292
"Dabrafenib","ERN1",3,-1.714256917969096
"Dabrafenib","ERN1",0.3,0.45668742107619414
"Dabrafenib","ERN1",0.03,0.4653742126484572
"Dabrafenib","ERN1",0.003,-0.10228303564213817
"Dabrafenib","ERN2",1,-13.019319095130292
"Dabrafenib","ERN2",0.1,-0.5292250077292344
"Dabrafenib","ERN2",0.01,-0.5418977046529107
"Dabrafenib","ERN2",30,-13.019319095130292
"Dabrafenib","ERN2",3,-13.019319095130292
"Dabrafenib","ERN2",0.3,-13.019319095130292
"Dabrafenib","ERN2",0.03,-0.8092916498654481
"Dabrafenib","ERN2",0.003,-0.6386391430742736
"Dabrafenib","FGR",1,0.10983169936069771
"Dabrafenib","FGR",0.1,0.11566755913680485
"Dabrafenib","FGR",0.01,0.30630326576316674
"Dabrafenib","FGR",30,-13.019319095130292
"Dabrafenib","FGR",3,-0.5189397937356247
"Dabrafenib","FGR",0.3,0.1546484945371487
"Dabrafenib","FGR",0.03,0.12511495092083785
"Dabrafenib","FGR",0.003,0.3803505420876733
"Dabrafenib","FRK",1,-0.13985509935476675
"Dabrafenib","FRK",0.1,-0.15849901758520016
"Dabrafenib","FRK",0.01,0.06398542930788001
"Dabrafenib","FRK",30,-2.0922370791220293
"Dabrafenib","FRK",3,-1.0449877075137353
"Dabrafenib","FRK",0.3,-0.03944716893680609
"Dabrafenib","FRK",0.03,0.22859500239234176
"Dabrafenib","FRK",0.003,0.05786334341604837
"Dabrafenib","FYN",1,-0.16570997421562397
"Dabrafenib","FYN",0.1,-0.028404968862000144
"Dabrafenib","FYN",0.01,0.25218862049027074
"Dabrafenib","FYN",30,-1.8258244192116475
"Dabrafenib","FYN",3,-0.9641132628042841
"Dabrafenib","FYN",0.3,0.08716741686126364
"Dabrafenib","FYN",0.03,0.07631772961273556
"Dabrafenib","FYN",0.003,0.17252441316922104
"Dabrafenib","HCK",1,0.26283647581052205
"Dabrafenib","HCK",0.1,-0.010946134356322747
"Dabrafenib","HCK",0.01,0.2804707677035886
"Dabrafenib","HCK",30,-1.2042313170851437
"Dabrafenib","HCK",3,-0.2408290642492453
"Dabrafenib","HCK",0.3,0.23714188200222938
"Dabrafenib","HCK",0.03,0.32727639487093757
"Dabrafenib","HCK",0.003,0.17743909689381498
"Dabrafenib","IRAK1",1,0.007905708723871724
"Dabrafenib","IRAK1",0.1,0.10393963710138898
"Dabrafenib","IRAK1",0.01,0.2095106112229315
"Dabrafenib","IRAK1",30,-2.5512209114553204
"Dabrafenib","IRAK1",3,-0.9367719100682059
"Dabrafenib","IRAK1",0.3,-0.10295275269518431
"Dabrafenib","IRAK1",0.03,0.2575938589847694
"Dabrafenib","IRAK1",0.003,0.0010119860518590616
"Dabrafenib","JAK2",1,-0.0887151060726975
"Dabrafenib","JAK2",0.1,0.044855688598887056
"Dabrafenib","JAK2",0.01,-0.29787830650581304
"Dabrafenib","JAK2",30,-13.019319095130292
"Dabrafenib","JAK2",3,-0.5704422866675875
"Dabrafenib","JAK2",0.3,0.20518475845649875
"Dabrafenib","JAK2",0.03,0.14786827258971696
"Dabrafenib","JAK2",0.003,-0.1728288309246873
"Dabrafenib","LCK",1,-0.284946743738874
"Dabrafenib","LCK",0.1,-0.10471707928973203
"Dabrafenib","LCK",0.01,0.1161939658196566
"Dabrafenib","LCK",30,-2.2735974623092337
"Dabrafenib","LCK",3,-1.2145250651609503
"Dabrafenib","LCK",0.3,-0.10926397670948838
"Dabrafenib","LCK",0.03,0.17481128946632732
"Dabrafenib","LCK",0.003,0.04401025917346316
"Dabrafenib","LIMK1",1,-13.019319095130292
"Dabrafenib","LIMK1",0.1,-1.7855560761033364
"Dabrafenib","LIMK1",0.01,0.02625342932253719
"Dabrafenib","LIMK1",30,-13.019319095130292
"Dabrafenib","LIMK1",3,-13.019319095130292
"Dabrafenib","LIMK1",0.3,-2.898814712636147
"Dabrafenib","LIMK1",0.03,-0.488920362551865
"Dabrafenib","LIMK1",0.003,-0.014300918166225977
"Dabrafenib","LIMK2",1,-13.019319095130292
"Dabrafenib","LIMK2",0.1,-0.8339680537998533
"Dabrafenib","LIMK2",0.01,-0.005829420154036191
"Dabrafenib","LIMK2",30,-13.019319095130292
"Dabrafenib","LIMK2",3,-13.019319095130292
"Dabrafenib","LIMK2",0.3,-2.1318991181717584
"Dabrafenib","LIMK2",0.03,-0.09473476731926846
"Dabrafenib","LIMK2",0.003,0.005889933111611507
"Dabrafenib","LYN",1,0.0026886699023731774
"Dabrafenib","LYN",0.1,-0.07237263010629924
"Dabrafenib","LYN",0.01,0.07238497106333831
"Dabrafenib","LYN",30,-1.8942193809079684
"Dabrafenib","LYN",3,-0.7382931044224968
"Dabrafenib","LYN",0.3,0.0968644517786817
"Dabrafenib","LYN",0.03,0.18640123135500278
"Dabrafenib","LYN",0.003,0.10501972320964262
"Dabrafenib","MAP2K5",1,-0.33340887597429536
"Dabrafenib","MAP2K5",0.1,-0.38264589477624233
"Dabrafenib","MAP2K5",0.01,-0.0512023079713499
"Dabrafenib","MAP2K5",30,-13.019319095130292
"Dabrafenib","MAP2K5",3,-1.2929563392635566
"Dabrafenib","MAP2K5",0.3,-0.07459278180732996
"Dabrafenib","MAP2K5",0.03,0.025769670310011636
"Dabrafenib","MAP2K5",0.003,-0.12786757484967853
"Dabrafenib","MAP3K11",1,-0.34326256753911855
"Dabrafenib","MAP3K11",0.1,0.1501452775991463
"Dabrafenib","MAP3K11",0.01,0.21311274284843088
"Dabrafenib","MAP3K11",30,-13.019319095130292
"Dabrafenib","MAP3K11",3,-1.987097077159349
"Dabrafenib","MAP3K11",0.3,-0.27216312594632586
"Dabrafenib","MAP3K11",0.03,0.30395587406716856
"Dabrafenib","MAP3K11",0.003,0.09739765531042797
"Dabrafenib","MELK",1,-0.5100615312451123
"Dabrafenib","MELK",0.1,-0.20150485863737375
"Dabrafenib","MELK",0.01,-0.27060360189352234
"Dabrafenib","MELK",30,-2.662442703301309
"Dabrafenib","MELK",3,-1.2958147189085565
"Dabrafenib","MELK",0.3,-0.23395380812457175
"Dabrafenib","MELK",0.03,-0.19799278072883136
"Dabrafenib","MELK",0.003,-0.28543506857188344
"Dabrafenib","MET",1,0.36540305507757936
"Dabrafenib","MET",0.1,0.07963945436347346
"Dabrafenib","MET",0.01,0.004263146342765559
"Dabrafenib","MET",30,-13.019319095130292
"Dabrafenib","MET",3,-13.019319095130292
"Dabrafenib","MET",0.3,0.12280059517874932
"Dabrafenib","MET",0.03,-0.3369251342329574
"Dabrafenib","MET",0.003,-0.18920651031147856
"Dabrafenib","NEK1",1,-0.7601845071597698
"Dabrafenib","NEK1",0.1,0.011949637119011777
"Dabrafenib","NEK1",0.01,-0.24645891573924544
"Dabrafenib","NEK1",30,-1.5729009530376994
"Dabrafenib","NEK1",3,-1.547499369269931
"Dabrafenib","NEK1",0.3,-0.6531464407145285
"Dabrafenib","NEK1",0.03,-0.3666328673157903
"Dabrafenib","NEK1",0.003,-0.049942443679595806
"Dabrafenib","NEK9",1,-3.762986027362504
"Dabrafenib","NEK9",0.1,-0.7797234743138775
"Dabrafenib","NEK9",0.01,0.08219773176679034
"Dabrafenib","NEK9",30,-4.830788132913244
"Dabrafenib","NEK9",3,-5.048831729379972
"Dabrafenib","NEK9",0.3,-1.97900736112804
"Dabrafenib","NEK9",0.03,0.01777005480885137
"Dabrafenib","NEK9",0.003,0.02576722522408899
"Dabrafenib","PAG1",1,-0.6049453702544008
"Dabrafenib","PAG1",0.1,-0.542414357160059
"Dabrafenib","PAG1",0.01,-0.11086897953491842
"Dabrafenib","PAG1",30,-13.019319095130292
"Dabrafenib","PAG1",3,-13.019319095130292
"Dabrafenib","PAG1",0.3,0.1697923630028824
"Dabrafenib","PAG1",0.03,-0.3789652971889462
"Dabrafenib","PAG1",0.003,-0.5633404782388207
"Dabrafenib","PLK4",1,-1.0938771070261943
"Dabrafenib","PLK4",0.1,-0.03301891436146809
"Dabrafenib","PLK4",0.01,0.006913615652550355
"Dabrafenib","PLK4",30,-13.019319095130292
"Dabrafenib","PLK4",3,-2.150926304634779
"Dabrafenib","PLK4",0.3,-0.2310654192107266
"Dabrafenib","PLK4",0.03,-0.10283684143505803
"Dabrafenib","PLK4",0.003,-0.00447559353667979
"Dabrafenib","PRKD2",1,-3.156209629188648
"Dabrafenib","PRKD2",0.1,-1.1730282833586192
"Dabrafenib","PRKD2",0.01,-0.37570090958963726
"Dabrafenib","PRKD2",30,-4.696845128297248
"Dabrafenib","PRKD2",3,-5.789811351938685
"Dabrafenib","PRKD2",0.3,-2.1876369508929563
"Dabrafenib","PRKD2",0.03,-1.1206455810807576
"Dabrafenib","PRKD2",0.003,-0.9666581578910405
"Dabrafenib","PRKD3",1,-2.2602734766098016
"Dabrafenib","PRKD3",0.1,-0.8822991311554982
"Dabrafenib","PRKD3",0.01,-0.04011724334942723
"Dabrafenib","PRKD3",30,-13.019319095130292
"Dabrafenib","PRKD3",3,-13.019319095130292
"Dabrafenib","PRKD3",0.3,-1.489600528577149
"Dabrafenib","PRKD3",0.03,-0.15946758982385226
"Dabrafenib","PRKD3",0.003,-0.14327870821165348
"Dabrafenib","PTK6",1,-0.14591414324264523
"Dabrafenib","PTK6",0.1,-0.37362674969003057
"Dabrafenib","PTK6",0.01,-0.07841818508638777
"Dabrafenib","PTK6",30,-13.019319095130292
"Dabrafenib","PTK6",3,-1.1961563311841068
"Dabrafenib","PTK6",0.3,-0.047392534371973535
"Dabrafenib","PTK6",0.03,0.003855428737559741
"Dabrafenib","PTK6",0.003,-0.28390620998585864
"Dabrafenib","RIPK2",1,-2.2464588496316096
"Dabrafenib","RIPK2",0.1,-0.278761153637376
"Dabrafenib","RIPK2",0.01,0.12069897352703934
"Dabrafenib","RIPK2",30,-5.2756255797258715
"Dabrafenib","RIPK2",3,-4.86696055408206
"Dabrafenib","RIPK2",0.3,-0.6001000727579527
"Dabrafenib","RIPK2",0.03,0.1787852720924633
"Dabrafenib","RIPK2",0.003,0.08336142783991543
"Dabrafenib","RIPK3",1,-13.019319095130292
"Dabrafenib","RIPK3",0.1,-0.3705673255203112
"Dabrafenib","RIPK3",0.01,-0.058140184891442105
"Dabrafenib","RIPK3",30,-13.019319095130292
"Dabrafenib","RIPK3",3,-13.019319095130292
"Dabrafenib","RIPK3",0.3,-0.8925820627724292
"Dabrafenib","RIPK3",0.03,0.02956820800523084
"Dabrafenib","RIPK3",0.003,-0.17063246568771848
"Dabrafenib","SIK2",1,-0.790773527993642
"Dabrafenib","SIK2",0.1,-0.21844071305373314
"Dabrafenib","SIK2",0.01,-0.023788793584205242
"Dabrafenib","SIK2",30,-5.13268950096262
"Dabrafenib","SIK2",3,-2.0435567846698053
"Dabrafenib","SIK2",0.3,-0.2813999443225968
"Dabrafenib","SIK2",0.03,0.0999230555649155
"Dabrafenib","SIK2",0.003,-0.11159568565483696
"Dabrafenib","SIK3",1,-0.356231531260482
"Dabrafenib","SIK3",0.1,0.010097016308383543
"Dabrafenib","SIK3",0.01,0.16728855289470362
"Dabrafenib","SIK3",30,-13.019319095130292
"Dabrafenib","SIK3",3,-1.0628648842723303
"Dabrafenib","SIK3",0.3,-0.12429596128788352
"Dabrafenib","SIK3",0.03,0.10347760986080536
"Dabrafenib","SIK3",0.003,0.038226017954154166
"Dabrafenib","TGFBR1",1,0.21398936858330625
"Dabrafenib","TGFBR1",0.1,-0.09719977873522997
"Dabrafenib","TGFBR1",0.01,0.012072177720096309
"Dabrafenib","TGFBR1",30,-1.6966873112466259
"Dabrafenib","TGFBR1",3,-0.28918081844415555
"Dabrafenib","TGFBR1",0.3,0.0740005814437789
"Dabrafenib","TGFBR1",0.03,0.21507250690118715
"Dabrafenib","TGFBR1",0.003,-0.019321097144389825
"Dabrafenib","TGFBR2",1,0.09796903021404314
"Dabrafenib","TGFBR2",0.1,0.23250430064333702
"Dabrafenib","TGFBR2",0.01,0.12211207305820915
"Dabrafenib","TGFBR2",30,-13.019319095130292
"Dabrafenib","TGFBR2",3,-0.5636681146038037
"Dabrafenib","TGFBR2",0.3,0.32823931253928496
"Dabrafenib","TGFBR2",0.03,0.4826910660255498
"Dabrafenib","TGFBR2",0.003,0.43844062660462635
"Dabrafenib","TNK1",1,-13.019319095130292
"Dabrafenib","TNK1",0.1,-0.5674826308405291
"Dabrafenib","TNK1",0.01,0.14375336217859902
"Dabrafenib","TNK1",30,-13.019319095130292
"Dabrafenib","TNK1",3,-13.019319095130292
"Dabrafenib","TNK1",0.3,-1.3248419645993
"Dabrafenib","TNK1",0.03,0.17478800098998684
"Dabrafenib","TNK1",0.003,0.3935529471160255
"Dabrafenib","UBASH3B",1,-0.2771612900144757
"Dabrafenib","UBASH3B",0.1,0.1421489653592041
"Dabrafenib","UBASH3B",0.01,0.5413945345209091
"Dabrafenib","UBASH3B",30,-1.8690582912879643
"Dabrafenib","UBASH3B",3,-1.096685536873568
"Dabrafenib","UBASH3B",0.3,0.1813255940459895
"Dabrafenib","UBASH3B",0.03,0.23606809851865282
"Dabrafenib","UBASH3B",0.003,0.22923949119264947
"Dabrafenib","ULK1",1,-13.019319095130292
"Dabrafenib","ULK1",0.1,-0.11489744250735033
"Dabrafenib","ULK1",0.01,0.309347748683886
"Dabrafenib","ULK1",30,-13.019319095130292
"Dabrafenib","ULK1",3,-13.019319095130292
"Dabrafenib","ULK1",0.3,-0.7120655578319675
"Dabrafenib","ULK1",0.03,-0.1842783302723436
"Dabrafenib","ULK1",0.003,0.48492434526035333
"Dabrafenib","ULK3",1,0.07126763276862175
"Dabrafenib","ULK3",0.1,-0.22896895605060943
"Dabrafenib","ULK3",0.01,0.06962336136972258
"Dabrafenib","ULK3",30,-1.5514265558831708
"Dabrafenib","ULK3",3,-0.4247805078327893
"Dabrafenib","ULK3",0.3,0.14407534807858238
"Dabrafenib","ULK3",0.03,0.03080689507061577
"Dabrafenib","ULK3",0.003,-0.12005683049109178
"Dabrafenib","YES1",1,0.332509438828737
"Dabrafenib","YES1",0.1,-0.03653162105604846
"Dabrafenib","YES1",0.01,0.23212196894153497
"Dabrafenib","YES1",30,-1.2307815132773392
"Dabrafenib","YES1",3,-0.28524518832654333
"Dabrafenib","YES1",0.3,0.18958908380633038
"Dabrafenib","YES1",0.03,0.3650077371027126
"Dabrafenib","YES1",0.003,0.2682104001492379
"Dabrafenib","ZAK",1,-2.85510575690291
"Dabrafenib","ZAK",0.1,-0.5187333955381652
"Dabrafenib","ZAK",0.01,-0.000836206472547684
"Dabrafenib","ZAK",30,-13.019319095130292
"Dabrafenib","ZAK",3,-5.623313034418135
"Dabrafenib","ZAK",0.3,-1.0671625347332248
"Dabrafenib","ZAK",0.03,0.009047751988707825
"Dabrafenib","ZAK",0.003,-0.010668032876534055
"Dacomitinib","EGFR",1,-13.019319095130292
"Dacomitinib","EGFR",0.1,-13.019319095130292
"Dacomitinib","EGFR",0.01,-1.6743207468329087
"Dacomitinib","EGFR",30,-13.019319095130292
"Dacomitinib","EGFR",3,-13.019319095130292
"Dacomitinib","EGFR",0.3,-13.019319095130292
"Dacomitinib","EGFR",0.03,-1.5140442883848937
"Dacomitinib","EGFR",0.003,-0.5319712808864375
"Dacomitinib","GAK",1,-1.6217030772013343
"Dacomitinib","GAK",0.1,-0.47951825175761836
"Dacomitinib","GAK",0.01,0.010230161568594793
"Dacomitinib","GAK",30,-5.531203302566873
"Dacomitinib","GAK",3,-2.444155366665951
"Dacomitinib","GAK",0.3,-0.7987215454233456
"Dacomitinib","GAK",0.03,-0.09139601331391631
"Dacomitinib","GAK",0.003,0.28375024753792455
"Dacomitinib","INPPL1",1,-0.49266399839581004
"Dacomitinib","INPPL1",0.1,0.041049513298058164
"Dacomitinib","INPPL1",0.01,0.48473368017090046
"Dacomitinib","INPPL1",30,-4.053270429453508
"Dacomitinib","INPPL1",3,-1.064354957284817
"Dacomitinib","INPPL1",0.3,-0.5979463443486027
"Dacomitinib","INPPL1",0.03,-0.4673661809533046
"Dacomitinib","INPPL1",0.003,0.35444236872495105
"Dacomitinib","RIPK2",1,0.3127153228559974
"Dacomitinib","RIPK2",0.1,0.24626255213157022
"Dacomitinib","RIPK2",0.01,0.1923052395956718
"Dacomitinib","RIPK2",30,-1.1853274008983201
"Dacomitinib","RIPK2",3,-0.052964344238380125
"Dacomitinib","RIPK2",0.3,0.17858597005540583
"Dacomitinib","RIPK2",0.03,0.34824407114472455
"Dacomitinib","RIPK2",0.003,0.3020180315695004
"Dacomitinib","RIPK3",1,-0.17818540161055857
"Dacomitinib","RIPK3",0.1,-0.2624076549521214
"Dacomitinib","RIPK3",0.01,-0.38877771982700343
"Dacomitinib","RIPK3",30,-13.019319095130292
"Dacomitinib","RIPK3",3,-0.6076798634270759
"Dacomitinib","RIPK3",0.3,0.35232311492172536
"Dacomitinib","RIPK3",0.03,0.2520458864632552
"Dacomitinib","RIPK3",0.003,0.18857883462303812
"Danusertib","ABL1",1,-3.1909788089486293
"Danusertib","ABL1",0.1,-1.5360355424652312
"Danusertib","ABL1",0.01,-0.38247875338451504
"Danusertib","ABL1",30,-5.7637220892938865
"Danusertib","ABL1",3,-3.8995830876536943
"Danusertib","ABL1",0.3,-1.8516999041383884
"Danusertib","ABL1",0.03,-0.8204581832660306
"Danusertib","ABL1",0.003,-0.09970342751626794
"Danusertib","ABL2",1,-5.615833217973912
"Danusertib","ABL2",0.1,-1.919599213191823
"Danusertib","ABL2",0.01,-0.57505998427381
"Danusertib","ABL2",30,-13.019319095130292
"Danusertib","ABL2",3,-8.307967745544776
"Danusertib","ABL2",0.3,-2.6687390803697957
"Danusertib","ABL2",0.03,-0.9454809056241861
"Danusertib","ABL2",0.003,-0.035362625425184126
"Danusertib","ACVR1",1,-0.9661272323170884
"Danusertib","ACVR1",0.1,0.03807027329856587
"Danusertib","ACVR1",0.01,0.033638283888289953
"Danusertib","ACVR1",30,-13.019319095130292
"Danusertib","ACVR1",3,-1.4058256308319457
"Danusertib","ACVR1",0.3,-0.3079794245632474
"Danusertib","ACVR1",0.03,0.09680698485121036
"Danusertib","ACVR1",0.003,0.21798915224704177
"Danusertib","ACVR1B",1,-0.29214973469576166
"Danusertib","ACVR1B",0.1,-0.23959978512659344
"Danusertib","ACVR1B",0.01,-0.031677312733918994
"Danusertib","ACVR1B",30,-13.019319095130292
"Danusertib","ACVR1B",3,-13.019319095130292
"Danusertib","ACVR1B",0.3,0.1646357777196934
"Danusertib","ACVR1B",0.03,-0.2059216644499357
"Danusertib","ACVR1B",0.003,-0.07519567535697122
"Danusertib","AURKA",1,-13.019319095130292
"Danusertib","AURKA",0.1,-2.151855822648635
"Danusertib","AURKA",0.01,2.3621866716560445
"Danusertib","AURKA",30,-13.019319095130292
"Danusertib","AURKA",3,-13.019319095130292
"Danusertib","AURKA",0.3,-3.262582245641328
"Danusertib","AURKA",0.03,1.377077446145935
"Danusertib","AURKA",0.003,3.0118031578328464
"Danusertib","AURKB",1,-13.019319095130292
"Danusertib","AURKB",0.1,-0.3373085871513763
"Danusertib","AURKB",0.01,0.13221550780067573
"Danusertib","AURKB",30,-13.019319095130292
"Danusertib","AURKB",3,-13.019319095130292
"Danusertib","AURKB",0.3,-1.0200081072066989
"Danusertib","AURKB",0.03,0.41986787892222277
"Danusertib","AURKB",0.003,0.0779268406313225
"Danusertib","BCR",1,-13.019319095130292
"Danusertib","BCR",0.1,-4.3453415464484
"Danusertib","BCR",0.01,-1.0399753033437054
"Danusertib","BCR",30,-13.019319095130292
"Danusertib","BCR",3,-13.019319095130292
"Danusertib","BCR",0.3,-5.3040699357927545
"Danusertib","BCR",0.03,-1.9860003482625934
"Danusertib","BCR",0.003,-0.2992160864520768
"Danusertib","BTK",1,-0.46300664842720235
"Danusertib","BTK",0.1,-0.21176970245175317
"Danusertib","BTK",0.01,-0.14037140784760657
"Danusertib","BTK",30,-1.83461487685747
"Danusertib","BTK",3,-0.742878813874682
"Danusertib","BTK",0.3,-0.07513083382343996
"Danusertib","BTK",0.03,-0.046584647262198686
"Danusertib","BTK",0.003,0.008527095223468558
"Danusertib","CAMKK2",1,-1.3502803413204767
"Danusertib","CAMKK2",0.1,-0.3705023375995606
"Danusertib","CAMKK2",0.01,-0.013356864021619917
"Danusertib","CAMKK2",30,-5.759859610436409
"Danusertib","CAMKK2",3,-1.8675349725018084
"Danusertib","CAMKK2",0.3,-0.4962653371502117
"Danusertib","CAMKK2",0.03,-0.10141622351202195
"Danusertib","CAMKK2",0.003,-0.003674468095226807
"Danusertib","CCNE1",1,-0.35293102041555785
"Danusertib","CCNE1",0.1,0.1369192145216743
"Danusertib","CCNE1",0.01,-0.08103035414767103
"Danusertib","CCNE1",30,-13.019319095130292
"Danusertib","CCNE1",3,-0.49137670101307673
"Danusertib","CCNE1",0.3,0.09408573446441255
"Danusertib","CCNE1",0.03,0.06670240105944304
"Danusertib","CCNE1",0.003,-0.034265227984596275
"Danusertib","CCNH",1,-2.9648723845321374
"Danusertib","CCNH",0.1,-0.7416317425596848
"Danusertib","CCNH",0.01,-0.07337687835434858
"Danusertib","CCNH",30,-13.019319095130292
"Danusertib","CCNH",3,-5.03904017722737
"Danusertib","CCNH",0.3,-1.8964905252287114
"Danusertib","CCNH",0.03,-0.1871209348869977
"Danusertib","CCNH",0.003,0.09376160985440148
"Danusertib","CDK3",1,-0.9814056197314822
"Danusertib","CDK3",0.1,0.28110766611480204
"Danusertib","CDK3",0.01,0.027458697611945432
"Danusertib","CDK3",30,-13.019319095130292
"Danusertib","CDK3",3,-13.019319095130292
"Danusertib","CDK3",0.3,-0.0596985688337844
"Danusertib","CDK3",0.03,0.07980059481570649
"Danusertib","CDK3",0.003,0.44901380574575733
"Danusertib","CDK7",1,-2.564364965976288
"Danusertib","CDK7",0.1,-0.861457752884138
"Danusertib","CDK7",0.01,-0.1876677526685119
"Danusertib","CDK7",30,-4.072177683361223
"Danusertib","CDK7",3,-3.3271329594481664
"Danusertib","CDK7",0.3,-1.2286200531995752
"Danusertib","CDK7",0.03,-0.3020025811810699
"Danusertib","CDK7",0.003,-0.08776084848424914
"Danusertib","CSNK2B",1,-0.43094619169333914
"Danusertib","CSNK2B",0.1,-0.1882168839729887
"Danusertib","CSNK2B",0.01,0.12138087042575314
"Danusertib","CSNK2B",30,-0.810242917730249
"Danusertib","CSNK2B",3,-0.11057090108285622
"Danusertib","CSNK2B",0.3,0.23718502154888552
"Danusertib","CSNK2B",0.03,-0.19933327255848074
"Danusertib","CSNK2B",0.003,-0.028493664863522554
"Danusertib","DDR1",1,-2.0224211120532125
